	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	11,199	11,780	11,122	11,071	2,734	2,778	2,589	2,743
영업이익	729	672	292	431	40	26	75	99
영업이익(발표기준)	729	672	292		40	26	75	
세전계속사업이익	412	512	-910	314	-22	-1,034	53	44
당기순이익	289	391	-942	244	-28	-1,031	43	
당기순이익(지배)	289	391	-942	244	-28	-1,031	43	39
당기순이익(비지배)								
자산총계	18,682	19,370	17,907	18,043	18,950	17,907	18,357	
부채총계	8,810	8,843	8,394	8,348	8,327	8,394	8,860	
자본총계	9,871	10,527	9,513	9,695	10,623	9,513	9,497	
자본총계(지배)	9,871	10,527	9,513	9,689	10,623	9,513	9,497	
자본총계(비지배)								
자본금	1,936	1,936	1,936	1,937	1,936	1,936	1,936	
영업활동현금흐름	2,813	2,626	2,504	2,495	721	507	583	
투자활동현금흐름	-2,741	-2,075	-1,147	-1,637	-301	-306	-307	
재무활동현금흐름	-19	-107	-1,641	-80	-1,523	-22	472	
CAPEX	1,712	1,785	1,046	1,295	260	302	405	
FCF	1,100	840	1,459	518	460	204	178	
이자발생부채	6,630	6,629	5,860		5,894	5,860	6,360	
영업이익률	6.51	5.71	2.63	3.90	1.47	0.94	2.88	3.62
순이익률	2.58	3.32	-8.47	2.21	-1.03	-37.13	1.65	
ROE(%)	2.96		-9.40	2.54	1.89	-9.40	-9.70	
ROA(%)	1.56		-5.06	1.36	1.04	-5.06	-5.10	
부채비율	89.25	84.00	88.23	86.11	78.38	88.23	93.29	
자본유보율	409.83	443.70	391.34		448.68	391.34	390.54	
EPS(원)	373	505	-1,217	315	-36	-1,332	55	50
PER(배)	19.04	18.14	N/A	13.92	24.29	N/A	N/A	
BPS(원)	12,746	13,593	12,283	12,511	13,717	12,283	12,263	
PBR(배)	0.56	0.67	0.49	0.35	0.46	0.49	0.25	
현금DPS(원)	75	75	75	76	0	75		
현금배당수익률	1.06	0.82	1.24	1.72				
현금배당성향(%)	20.11	14.85	-6.16	23.98	0.00	-5.63		
발행주식수(보통주)	77,446,865	77,446,865	77,446,865		77,446,865	77,446,865	77,446,865	
