	2017/03	2018/03	2019/03	2020/03	2019/06	2019/09	2019/12	2020/03
매출액	3,873	4,207	4,174		1,137	1,049	1,296	
영업이익	253	192	66		55	27	38	
영업이익(발표기준)	253	192	66		55	27	38	
세전계속사업이익	307	148	95		76	25	39	
당기순이익	249	112	72		62	12	49	
당기순이익(지배)	244	118	66		60	12	36	
당기순이익(비지배)	5	-6						
자산총계	3,347	3,404	3,520		3,551	3,556	3,636	
부채총계	796	785	831		843	835	867	
자본총계	2,551	2,619	2,689		2,708	2,721	2,769	
자본총계(지배)	2,478	2,552	2,618		2,635	2,647	2,682	
자본총계(비지배)	73	67						
자본금	120	120	120		120	120	120	
영업활동현금흐름	206	-74	151		228	-72	212	
투자활동현금흐름	-35	-85	-133		44	-46	1	
재무활동현금흐름	-216	133	-60		-239	104	-37	
CAPEX	103	71	102		9	14	2	
FCF	103	-145	49		219	-86	210	
이자발생부채	121	297	279		206	326	296	
영업이익률	6.53	4.56	1.58		4.79	2.61	2.90	
순이익률	6.43	2.67	1.73		5.46	1.18	3.78	
ROE(%)	10.25	4.71	2.54		3.50	3.62	3.79	
ROA(%)	7.57	3.32	2.09		2.84	2.97	3.29	
부채비율	31.22	29.97	30.89		31.12	30.69	31.31	
자본유보율	1,997.86	2,060.76	2,117.68		2,131.71	2,141.77	2,171.90	
EPS(원)	1,070	520	288		263	53	159	
PER(배)	8.69	19.43	34.17		37.53	26.43	23.45	
BPS(원)	11,519	11,865	12,170		12,248	12,304	12,466	
PBR(배)	0.81	0.85	0.81		1.22	0.89	0.83	
현금DPS(원)	200	200	200		0	0	0	
현금배당수익률	2.15	1.98	2.03					
현금배당성향(%)	17.63	36.31	65.59		0.00	0.00	0.00	
발행주식수(보통주)	22,800,500	22,800,500	22,800,500		22,800,500	22,800,500	22,800,500	
