	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	550	467	548		181	110	132	
영업이익	-18	-63	-22		22	-40	-1	
영업이익(발표기준)	-18	-63	-22		22	-40	-1	
세전계속사업이익	-33	-78	73		24	28	0	
당기순이익	-31	-79	66		24	30	2	
당기순이익(지배)	-31	-79	66		24	30	2	
당기순이익(비지배)								
자산총계	429	417	540		549	540	535	
부채총계	164	210	293		339	293	262	
자본총계	265	206	247		210	247	274	
자본총계(지배)	265	206	247		210	247	274	
자본총계(비지배)								
자본금	30	67	76		73	76	79	
영업활동현금흐름	3	-42	-75		-76	-58	-49	
투자활동현금흐름	-43	-1	74		-8	91	-3	
재무활동현금흐름	24	76	18		23	29	2	
CAPEX	1	2	6		1	0	2	
FCF	2	-45	-81		-77	-59	-50	
이자발생부채	85	143	198		181	198	173	
영업이익률	-3.27	-13.45	-4.00		12.44	-36.57	-0.57	
순이익률	-5.68	-16.85	12.06		13.25	27.27	1.70	
ROE(%)	-10.53	-33.36	29.12		-3.51	29.12		
ROA(%)	-7.29	-18.61	13.80		-1.55	13.80		
부채비율	61.74	101.85	118.58		161.23	118.58	95.58	
자본유보율	985.09	371.40	411.48		374.74	411.48	419.54	
EPS(원)	-229	-564	451		164	202	14	
PER(배)	N/A	N/A	16.62		N/A	16.62		
BPS(원)	2,021	1,535	1,832		1,606	1,832	1,933	
PBR(배)	3.85	3.69	4.09		3.52	4.09	2.10	
현금DPS(원)	9	18	50		0	50		
현금배당수익률	0.11	0.32	0.67					
현금배당성향(%)	-3.53	-3.11	10.22		0.00	22.56		
발행주식수(보통주)	13,618,450	13,618,450	15,100,900		14,408,544	15,100,900	15,758,872	
