	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	741	844	803		176	280	167	
영업이익	24	153	3		0	-31	-3	
영업이익(발표기준)	24	153	3		0	-31	-3	
세전계속사업이익	-32	114	64		33	-68	-80	
당기순이익	-62	101	58		30	-65	-80	
당기순이익(지배)	-56	99	18		3	-50	-87	
당기순이익(비지배)	-5							
자산총계	1,874	1,973	2,081		2,145	2,081	1,987	
부채총계	222	197	251		229	251	232	
자본총계	1,652	1,776	1,830		1,916	1,830	1,755	
자본총계(지배)	1,275	1,388	1,403		1,473	1,403	1,323	
자본총계(비지배)	377							
자본금	137	137	137		137	137	137	
영업활동현금흐름	38	57	137		44	31	25	
투자활동현금흐름	-257	-147	-78		-43	-100	158	
재무활동현금흐름	19	-53	-16		2	-13	-9	
CAPEX	11	4	17		1	5	2	
FCF	28	53	120		43	26	23	
이자발생부채	62	11	39		34	39	40	
영업이익률	3.31	18.15	0.39		0.18	-11.05	-1.57	
순이익률	-8.31	11.92	7.19		17.32	-23.22	-48.17	
ROE(%)	-4.40	7.46	1.27		12.44	1.27	-5.56	
ROA(%)	-3.25	5.23	2.85		11.10	2.85	-1.95	
부채비율	13.44	11.06	13.72		11.96	13.72	13.21	
자본유보율	861.05	1,018.16	1,031.21		1,067.81	1,031.21	970.17	
EPS(원)	-206	363	65		12	-183	-320	
PER(배)	N/A	12.30	62.11		6.41	62.11	N/A	
BPS(원)	4,968	5,406	5,465		5,740	5,465	5,155	
PBR(배)	1.11	0.83	0.74		0.70	0.74	0.51	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	27,345,997	27,345,997	27,345,997		27,345,997	27,345,997	27,345,997	
