	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	20,722	27,860	31,102	31,540	5,677	11,062	8,277	8,282
영업이익	-2,089	1,464	2,756	2,427	478	777	661	701
영업이익(발표기준)	-2,089	1,464	2,756		478	777	661	
세전계속사업이익	-3,203	797	1,295	2,394	450	-714	1,013	597
당기순이익	-2,352	555	1,683	1,858	366	-36	795	515
당기순이익(지배)	-2,352	572	1,704	1,868	372	-32	800	480
당기순이익(비지배)								
자산총계	31,934	37,559	43,671	43,680	44,890	43,671	47,683	
부채총계	20,530	27,030	31,840	30,404	32,837	31,840	35,436	
자본총계	11,404	10,529	11,832	13,276	12,053	11,832	12,247	
자본총계(지배)	11,404	10,094	11,419	12,902	11,634	11,419	11,839	
자본총계(비지배)								
자본금	4,874	4,874	4,874	4,871	4,874	4,874	4,874	
영업활동현금흐름	1,046	1,377	3,545	3,668	-263	56	1,969	
투자활동현금흐름	-2,158	-882	-3,866	-2,183	-960	-1,198	-207	
재무활동현금흐름	2,868	-1,346	-442	-615	1,994	410	2,310	
CAPEX	789	514	1,873	1,858	575	569	549	
FCF	257	862	1,673	1,356	-838	-513	1,420	
이자발생부채	8,998	7,213	7,222		6,632	7,222	9,568	
영업이익률	-10.08	5.25	8.86	7.69	8.42	7.03	7.99	8.46
순이익률	-11.35	1.99	5.41	5.89	6.45	-0.33	9.60	6.22
ROE(%)	-18.19	5.32	15.84	15.36	20.72	15.84	18.70	
ROA(%)	-7.62	1.60	4.14	4.25	5.10	4.14	4.48	
부채비율	180.02	256.71	269.11	229.01	272.44	269.11	289.35	
자본유보율	132.45	111.68	138.83		143.27	138.83	147.24	
EPS(원)	-2,413	587	1,748	1,916	381	-32	821	492
PER(배)	N/A	54.37	19.48	12.40	17.11	19.48	9.85	
BPS(원)	11,699	10,356	11,714	13,236	11,936	11,714	12,146	
PBR(배)	4.06	3.08	2.91	1.79	3.28	2.91	1.72	
현금DPS(원)	0	200	400	426	0	400		
현금배당수익률	0.00	0.63	1.17	1.79				
현금배당성향(%)	0.00	34.09	22.88	22.23	0.00	-1,236.17		
발행주식수(보통주)	97,475,107	97,475,107	97,475,107		97,475,107	97,475,107	97,475,107	
