	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	827	573	436		116	108	106	
영업이익	81	36	66		22	18	11	
영업이익(발표기준)	81	36	66		22	18	11	
세전계속사업이익	61	41	68		18	16	10	
당기순이익	47	30	54		14	13	8	
당기순이익(지배)	47	30	54		14	13	8	
당기순이익(비지배)								
자산총계	1,668	1,723	1,680		2,486	1,934	1,680	
부채총계	185	232	183		1,011	445	183	
자본총계	1,484	1,491	1,496		1,476	1,489	1,496	
자본총계(지배)	1,484	1,491	1,496		1,476	1,489	1,496	
자본총계(비지배)								
자본금	93	93	93		93	93	93	
영업활동현금흐름	80	287	89		-14	63	13	
투자활동현금흐름	-27	-79	-105		40	-25	-31	
재무활동현금흐름	-108	-77	-22		-11	-12	7	
CAPEX	16	1	58		1	23	34	
FCF	64	286	31		-15	40	-20	
이자발생부채	67	8	34		39	27	34	
영업이익률	9.83	6.24	15.07		18.66	16.35	10.64	
순이익률	5.70	5.23	12.38		12.27	11.73	7.20	
ROE(%)	3.22	2.02	3.61		2.99	3.07	3.61	
ROA(%)	2.71	1.77	3.17		2.17	2.57	3.17	
부채비율	12.46	15.58	12.25		68.47	29.92	12.25	
자본유보율	1,543.57	1,556.71	1,595.59		1,573.78	1,587.39	1,595.59	
EPS(원)	252	160	289		76	68	41	
PER(배)	15.08	24.27	12.96		16.43	15.15	12.96	
BPS(원)	8,434	8,473	8,881		8,759	8,835	8,881	
PBR(배)	0.45	0.46	0.42		0.44	0.42	0.42	
현금DPS(원)	100	100	100		0	0	100	
현금배당수익률	2.63	2.57	2.67					
현금배당성향(%)	37.35	58.72	31.24		0.00	0.00	219.96	
발행주식수(보통주)	18,691,918	18,691,918	18,691,918		18,691,918	18,691,918	18,691,918	
