	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	7,037	7,667	7,657	6,953	1,938	1,900	2,032	1,819
영업이익	300	238	484	396	121	143	145	114
영업이익(발표기준)	300	238	484		121	143	145	
세전계속사업이익	354	157	556	376	138	158	141	
당기순이익	271	120	422	288	93	122	120	97
당기순이익(지배)	265	111	408	282	89	119	116	95
당기순이익(비지배)	6							
자산총계	5,481	5,353	5,379	5,659	5,689	5,736	5,379	
부채총계	1,053	916	618	719	1,129	1,079	618	
자본총계	4,428	4,437	4,761	4,940	4,560	4,657	4,761	
자본총계(지배)	4,346	4,350	4,664		4,464	4,562	4,664	
자본총계(비지배)	82							
자본금	242	242	242	242	242	242	242	
영업활동현금흐름	393	214	655	801	375	6	-147	
투자활동현금흐름	-412	-395	-426	-192	-173	-211	73	
재무활동현금흐름	-218	-103	-295	-97	-179	-32	-106	
CAPEX	235	329	234	120	53	51	29	
FCF	158	-115	421	680	322	-45	-176	
이자발생부채	242	239	94		173	196	94	
영업이익률	4.26	3.11	6.33	5.70	6.27	7.50	7.12	6.27
순이익률	3.85	1.57	5.51	4.14	4.80	6.44	5.90	5.33
ROE(%)	6.19	2.54	9.04		4.11	6.17	9.04	
ROA(%)	5.02	2.22	7.86	5.22	3.42	5.04	7.86	
부채비율	23.78	20.65	12.99	14.55	24.77	23.18	12.99	
자본유보율	1,691.25	1,711.56	1,838.34		1,753.36	1,792.65	1,838.34	
EPS(원)	5,475	2,284	8,420	5,826	1,842	2,455	2,401	1,963
PER(배)	12.77	22.94	6.60	8.54	15.63	9.53	6.60	
BPS(원)	91,390	91,476	98,085		93,867	95,940	98,085	
PBR(배)	0.76	0.57	0.57		0.63	0.57	0.57	
현금DPS(원)	2,000	2,000	2,500	2,250	500	0	2,000	
현금배당수익률	2.86	3.82	4.50	4.52				
현금배당성향(%)	35.89	86.02	29.17	38.62	26.68	0.00	81.83	
발행주식수(보통주)	4,840,000	4,840,000	4,840,000		4,840,000	4,840,000	4,840,000	
