	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	9,833	9,513	8,990		2,067	2,417	2,220	
영업이익	406	173	170		6	59	-20	
영업이익(발표기준)	406	173	170		6	59	-20	
세전계속사업이익	162	135	69		-2	13	4	
당기순이익	143	124	47		1	0	5	
당기순이익(지배)	127	98	51		-1	8	6	
당기순이익(비지배)	15							
자산총계	5,634	5,694	5,761		5,840	5,761	5,842	
부채총계	3,689	3,536	3,611		3,669	3,611	3,691	
자본총계	1,945	2,157	2,151		2,170	2,151	2,152	
자본총계(지배)	1,610	1,835	1,844		1,852	1,844	1,845	
자본총계(비지배)	335							
자본금	456	456	456		456	456	456	
영업활동현금흐름	108	288	119		-2	228	-98	
투자활동현금흐름	-36	-90	-35		-49	43	-36	
재무활동현금흐름	-63	-156	-27		44	-245	162	
CAPEX	23	95	39		11	18	12	
FCF	84	193	80		-13	210	-111	
이자발생부채	3,094	2,906	2,915		3,169	2,915	3,089	
영업이익률	4.13	1.82	1.89		0.29	2.42	-0.90	
순이익률	1.45	1.31	0.52		0.04	0.00	0.20	
ROE(%)	8.26	5.70	2.75		2.33	2.75	2.93	
ROA(%)	2.53	2.19	0.82		0.81	0.82	0.84	
부채비율	189.68	163.91	167.87		169.05	167.87	171.50	
자본유보율	206.50	232.77	235.93		237.05	235.93	235.47	
EPS(원)	140	108	56		-1	9	6	
PER(배)	7.55	8.58	25.68		26.19	25.68	16.07	
BPS(원)	2,093	2,385	2,397		2,408	2,397	2,400	
PBR(배)	0.50	0.39	0.59		0.49	0.59	0.39	
현금DPS(원)	25	30	10		0	10		
현금배당수익률	2.37	3.24	0.70					
현금배당성향(%)	15.10	23.49	15.21		0.00	98.30		
발행주식수(보통주)	91,140,499	91,140,499	91,140,499		91,140,499	91,140,499	91,140,499	
