	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,109	1,183	1,276	1,858	318	320	441	450
영업이익	53	52	72	334	17	15	88	88
영업이익(발표기준)	53	52	72		17	15	88	
세전계속사업이익	55	64	88	365	22	19	103	
당기순이익	41	46	64	276	16	14	80	
당기순이익(지배)	44	45	66	293	16	15	80	58
당기순이익(비지배)	-2							
자산총계	1,012	1,161	1,322	1,658	1,320	1,322	1,434	
부채총계	260	378	478	528	486	478	505	
자본총계	752	783	844	1,130	835	844	929	
자본총계(지배)	717	771	837	1,018	827	837	922	
자본총계(비지배)	35							
자본금	49	50	51	50	51	51	51	
영업활동현금흐름	60	22	78	207	-24	73	109	
투자활동현금흐름	-112	-81	-107	-78	-30	-35	-40	
재무활동현금흐름	-6	78	69	-8	24	8	-5	
CAPEX	114	67	107	75	26	26	16	
FCF	-54	-45	-29	192	-50	47	93	
이자발생부채	84	172	266		265	266	259	
영업이익률	4.74	4.36	5.63	17.97	5.36	4.63	20.06	19.42
순이익률	3.71	3.87	5.01	14.85	5.11	4.45	18.13	
ROE(%)	6.14	6.07	8.15	31.58	7.67	8.15	14.02	
ROA(%)	4.14	4.21	5.15	18.52	4.73	5.15	8.81	
부채비율	34.58	48.27	56.59	46.70	58.19	56.59	54.40	
자본유보율	1,389.14	1,477.49	1,576.26		1,546.60	1,576.26	1,700.25	
EPS(원)	423	440	638	2,850	158	147	779	564
PER(배)	14.16	15.04	11.74	7.42	12.11	11.74	12.69	
BPS(원)	7,571	8,151	8,849	10,757	8,736	8,849	9,743	
PBR(배)	0.79	0.81	0.85	1.97	0.81	0.85	1.53	
현금DPS(원)	48	49	49	50	0	49		
현금배당수익률	0.80	0.74	0.66	0.23	0.00			
현금배당성향(%)	10.40	10.16	7.11	1.74	0.00	30.80		
발행주식수(보통주)	10,282,028	10,282,028	10,282,028		10,282,028	10,282,028	10,282,028	
