	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,278	527	488		330	-402	117	
영업이익	-38	19	-50		3	-71	-8	
영업이익(발표기준)	-38	19	-50		3	-71	-8	
세전계속사업이익	-54	-315	-136		-8	-100	-11	
당기순이익	-59	-293	-104		-11	-55	5	
당기순이익(지배)	-59	-293	-104		-11	-55	5	
당기순이익(비지배)								
자산총계	1,612	1,182	1,046		1,114	1,046	1,057	
부채총계	1,156	983	751		748	751	745	
자본총계	456	199	294		366	294	312	
자본총계(지배)	456	199	294		366	294	312	
자본총계(비지배)								
자본금	136	142	233		233	233	233	
영업활동현금흐름	-100	-8	32		-53	30	-11	
투자활동현금흐름	-7	83	-22		-1	-9	-5	
재무활동현금흐름	87	-183	-79		-79	-14	-9	
CAPEX	32	5	23		1	9	5	
FCF	-132	-13	9		-55	21	-17	
이자발생부채	821	696	411		482	411	407	
영업이익률	-2.96	3.59	-10.15		0.89	17.64	-6.67	
순이익률	-4.60	-55.68	-21.21		-3.39	13.61	3.98	
ROE(%)	-11.86	-89.67	-42.03		-49.48	-42.03	-37.49	
ROA(%)	-3.61	-21.01	-9.30		-12.75	-9.30	-8.75	
부채비율	253.59	495.26	255.06		204.17	255.06	238.45	
자본유보율	279.04	68.30	45.42		70.92	45.42	47.41	
EPS(원)	-187	-907	-269		-27	-117	10	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,458	608	634		788	634	672	
PBR(배)	1.13	2.57	1.69		1.40	1.69	0.97	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	31,481,275	32,862,397	46,681,121		46,681,121	46,681,121	46,681,121	
