	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	595	872	880		257	230	193	
영업이익	13	84	37		-4	44	-14	
영업이익(발표기준)	13	84	37		-4	44	-14	
세전계속사업이익	-18	-50	-19		-4	42	-68	
당기순이익	-27	-70	-30		-7	37	-67	
당기순이익(지배)	-18	-76	-59		-11	24	-73	
당기순이익(비지배)	-9							
자산총계	1,390	1,776	1,746		1,600	1,681	1,746	
부채총계	637	588	627		467	507	627	
자본총계	753	1,188	1,119		1,133	1,173	1,119	
자본총계(지배)	673	828	793		824	852	793	
자본총계(비지배)	79							
자본금	71	79	79		79	79	79	
영업활동현금흐름	-19	11	-65		4	60	1	
투자활동현금흐름	-169	61	-184		-45	59	-169	
재무활동현금흐름	301	381	56		-29	-1	104	
CAPEX	14	57	28		2	3	16	
FCF	-33	-45	-93		2	57	-15	
이자발생부채	484	406	448		336	335	448	
영업이익률	2.17	9.61	4.19		-1.39	18.97	-7.02	
순이익률	-4.54	-8.01	-3.45		-2.83	15.95	-34.46	
ROE(%)	-2.85	-10.14	-7.29		-17.48	-15.30	-7.29	
ROA(%)	-2.27	-4.41	-1.72		-8.17	-6.75	-1.72	
부채비율	84.57	49.50	56.05		41.24	43.24	56.05	
자본유보율	887.28	973.70	910.47		953.15	984.02	910.47	
EPS(원)	-28	-111	-77		-15	32	-94	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,009	1,099	1,052		1,093	1,130	1,052	
PBR(배)	3.29	2.05	1.52		2.14	1.11	1.52	
현금DPS(원)	6	7						
현금배당수익률	0.18	0.31						
현금배당성향(%)	-21.95	-6.93	0.00		0.00	0.00	0.00	
발행주식수(보통주)	68,480,595	77,116,173	77,116,173		77,116,173	77,116,173	77,116,173	
