	2018/06	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,204	1,449	3,130		720	818	889	
영업이익	121	205	374		84	121	93	
영업이익(발표기준)	121	205	374		84	121	93	
세전계속사업이익	129	173	350		98	122	70	
당기순이익	110	155	298		85	102	58	
당기순이익(지배)	67	90	167		46	58	35	
당기순이익(비지배)	43							
자산총계	3,212	3,377	3,675		3,609	3,758	3,675	
부채총계	1,163	1,210	1,205		1,306	1,353	1,205	
자본총계	2,049	2,167	2,470		2,303	2,405	2,470	
자본총계(지배)	1,314	1,385	1,550		1,452	1,510	1,550	
자본총계(비지배)	735							
자본금	112	112	112		112	112	112	
영업활동현금흐름	613	141	330		107	78	112	
투자활동현금흐름	-675	-255	-319		-41	-165	-26	
재무활동현금흐름	15	19	79		85	-5	8	
CAPEX	733	284	161		32	33	32	
FCF	-120	-143	169		75	44	80	
이자발생부채	255	261	373		387	387	373	
영업이익률	5.50	14.13	11.95		11.70	14.74	10.50	
순이익률	4.97	10.67	9.52		11.86	12.46	6.48	
ROE(%)	5.20	6.64	11.37		11.87	13.14	11.37	
ROA(%)	3.65	4.69	8.45		8.59	9.28	8.45	
부채비율	56.77	55.84	48.78		56.73	56.28	48.78	
자본유보율	1,079.44	1,144.31	1,287.63		1,203.74	1,255.47	1,287.63	
EPS(원)	299	401	746		208	259	154	
PER(배)	23.47	13.76	8.49		7.30	6.37	8.49	
BPS(원)	5,879	6,198	6,932		6,495	6,753	6,932	
PBR(배)	1.19	0.89	0.91		0.83	0.79	0.91	
현금DPS(원)	0	50	50		0	0	50	
현금배당수익률	0.00	0.91	0.79					
현금배당성향(%)	0.00	12.46	6.70		0.00	0.00	32.38	
발행주식수(보통주)	22,353,873	22,353,873			22,353,873			
