	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,559	2,273	2,563		436	519	1,059	
영업이익	28	55	62		-7	-2	68	
영업이익(발표기준)	28	55	62		-7	-2	68	
세전계속사업이익	2	-156	-35		-23	-16	33	
당기순이익	0	-164	-34		-20	-21	34	
당기순이익(지배)	0	-137	-26		-8	-5	0	
당기순이익(비지배)								
자산총계	2,044	2,121	1,857		2,258	2,204	1,857	
부채총계	1,198	1,407	1,152		1,573	1,529	1,152	
자본총계	846	713	706		686	675	706	
자본총계(지배)	721	629	639		634	643	639	
자본총계(비지배)	107							
자본금	55	60	65		62	65	65	
영업활동현금흐름	-10	31	80		27	-61	72	
투자활동현금흐름	-40	-120	-44		-31	-56	84	
재무활동현금흐름	-8	-10	6		10	41	-34	
CAPEX	65	59	67		14	17	11	
FCF	-75	-28	12		13	-78	61	
이자발생부채	647	572	606		589	622	606	
영업이익률	1.81	2.43	2.41		-1.64	-0.32	6.42	
순이익률	0.01	-7.23	-1.33		-4.68	-3.98	3.24	
ROE(%)	0.01	-20.28	-4.10		-16.95	-20.89	-1.26	
ROA(%)	0.01	-7.89	-1.71		-6.52	-8.17	0.09	
부채비율	141.60	197.28	163.17		229.39	226.65	163.17	
자본유보율	1,232.22	991.41	904.37		959.85	932.53	904.37	
EPS(원)	1	-1,147	-207		-64	-40	-2	
PER(배)	6,739.04	N/A	N/A		N/A	N/A	N/A	
BPS(원)	6,538	5,204	4,924		5,076	4,950	4,924	
PBR(배)	0.84	0.65	0.61		0.83	0.69	0.61	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	11,026,516	12,086,586	12,980,146		12,480,804	12,980,146	12,980,146	
