	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	392,293	420,271	471,697		125,902	130,116	92,305	
영업이익	40,153	42,675	44,906	40,699	13,102	12,482	7,731	11,241
영업이익(발표기준)	40,153	42,675	44,906		13,102	12,482	7,731	
세전계속사업이익	41,384	43,015	45,340	41,184	13,588	12,601	7,491	11,124
당기순이익	33,435	30,619	33,132	29,980	9,915	9,407	5,351	8,103
당기순이익(지배)	33,114	30,612	33,118	29,411	9,912	9,403	5,347	8,045
당기순이익(비지배)	320							
자산총계	4,367,856	4,795,883	5,185,381	5,484,922	4,981,791	5,061,953	5,185,381	
부채총계	4,027,408	4,438,753	4,794,188	5,074,700	4,609,768	4,674,550	4,794,188	
자본총계	340,448	357,130	391,193	410,222	372,023	387,403	391,193	
자본총계(지배)	340,387	357,039	385,339	404,581	371,922	381,549	385,339	
자본총계(비지배)	61							
자본금	20,906	20,906	20,906	21,113	20,906	20,906	20,906	
영업활동현금흐름	-48,360	-89,576	94,007		32,690	2,763	-2,057	
투자활동현금흐름	-87,294	-44,803	-123,344		-4,919	-44,457	-43,494	
재무활동현금흐름	146,887	117,438	22,776		-26,273	39,838	50,692	
CAPEX	2,984	4,523	6,087		1,407	1,100	2,721	
FCF								
이자발생부채	618,388	732,480	753,062		718,727	729,107	753,062	
영업이익률	10.23	10.15	9.52		10.41	9.59	8.38	
순이익률	8.52	7.29	7.02		7.88	7.23	5.80	
ROE(%)	10.18	8.78	8.92	7.45	8.31	8.05	8.92	
ROA(%)	0.82	0.67	0.66	0.56	0.62	0.60	0.66	
부채비율	1,182.97	1,242.89	1,225.53	1,237.06	1,239.11	1,206.64	1,225.53	
자본유보율	1,564.67	1,654.63	1,825.59		1,738.67	1,812.24	1,825.59	
EPS(원)	7,920	7,321	7,923	7,073	2,371	2,249	1,280	1,935
PER(배)	8.01	6.35	6.01	4.40	6.43	6.01	6.01	
BPS(원)	85,302	90,264	98,898	103,836	95,454	97,925	98,898	
PBR(배)	0.74	0.52	0.48	0.30	0.48	0.44	0.48	
현금DPS(원)	1,920	1,920	2,210	2,037	0	0	2,210	
현금배당수익률	3.03	4.13	4.64	6.55				
현금배당성향(%)	23.15	24.82	26.00	28.80	0.00	0.00	161.04	
발행주식수(보통주)	418,111,537	418,111,537	415,807,920		418,111,537	418,111,537	415,807,920	
