	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	19,204	15,601	15,777	17,953	3,488	4,088	5,009	3,995
영업이익	2,361	2,344	2,142	2,397	487	457	793	494
영업이익(발표기준)	2,361	2,344	2,142		487	457	793	
세전계속사업이익	2,652	2,242	1,969	2,346	470	375	716	514
당기순이익	2,033	1,697	1,470	1,772	320	318	508	401
당기순이익(지배)	1,969	1,579	1,320	1,615	270	242	505	356
당기순이익(비지배)	64							
자산총계	18,108	16,605	18,059	18,898	16,250	17,267	18,059	
부채총계	8,260	6,575	6,938	6,444	5,932	6,580	6,938	
자본총계	9,849	10,030	11,121	12,454	10,318	10,686	11,121	
자본총계(지배)	7,773	7,849	8,754	9,966	8,029	8,288	8,754	
자본총계(비지배)	2,076							
자본금	180	180	180	180	180	180	180	
영업활동현금흐름	3,766	382	77	2,578	-147	192	-177	
투자활동현금흐름	-529	-1,626	-780	-724	-397	-51	102	
재무활동현금흐름	-60	-1,339	-500	-592	-475	63	74	
CAPEX	823	381	419	567	118	63	90	
FCF	2,942	0	-342	1,908	-265	129	-267	
이자발생부채	2,494	2,499	2,541		2,398	2,474	2,541	
영업이익률	12.29	15.02	13.58	13.35	13.96	11.18	15.82	12.36
순이익률	10.59	10.88	9.31	9.87	9.16	7.77	10.13	10.04
ROE(%)	29.26	20.22	15.90	17.25	16.85	14.49	15.90	
ROA(%)	12.26	9.78	8.48	9.59	8.69	7.87	8.48	
부채비율	83.87	65.56	62.39	51.74	57.49	61.58	62.39	
자본유보율	4,263.51	4,782.20	5,270.90		4,863.50	4,998.31	5,270.90	
EPS(원)	5,484	4,399	3,676	4,497	751	674	1,407	993
PER(배)	7.07	7.87	12.58	7.95	11.08	13.19	12.58	
BPS(원)	21,646	23,445	26,125	29,696	23,962	24,733	26,125	
PBR(배)	1.79	1.48	1.77	1.20	1.68	1.71	1.77	
현금DPS(원)	1,245	1,278	1,056	1,171	0	0	1,056	
현금배당수익률	3.21	3.69	2.28	3.28				
현금배당성향(%)	22.70	27.09	26.81	26.04	0.00	0.00	70.03	
발행주식수(보통주)	35,908,760	35,908,760	35,908,760		35,908,760	35,908,760	35,908,760	
