	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	414	471	552		139	128	158	
영업이익	19	26	22		6	6	7	
영업이익(발표기준)	19	26	22		6	6	7	
세전계속사업이익	17	30	24		7	6	7	
당기순이익	13	25	20		5	7	4	
당기순이익(지배)	10	18	12		4	4	3	
당기순이익(비지배)	3							
자산총계	369	390	444		417	409	444	
부채총계	109	96	116		119	103	116	
자본총계	260	294	328		298	307	328	
자본총계(지배)	240	256	282		258	262	282	
자본총계(비지배)	20							
자본금	36	37	37		37	37	37	
영업활동현금흐름	46	38	24		0	6	23	
투자활동현금흐름	-11	-15	-16		-2	-8	-3	
재무활동현금흐름	-52	-8	-3		7	-3	-4	
CAPEX	7	17	9		2	2	1	
FCF	39	21	15		-3	4	22	
이자발생부채	14	2	14		20	15	14	
영업이익률	4.67	5.50	3.99		4.27	4.35	4.19	
순이익률	3.25	5.35	3.54		3.84	5.19	2.28	
ROE(%)	4.30	7.19	4.55		6.31	6.31	4.55	
ROA(%)	3.47	6.63	4.67		5.84	5.96	4.67	
부채비율	41.75	32.70	35.51		40.10	33.47	35.51	
자본유보율	560.40	604.88	626.10		609.50	619.04	626.10	
EPS(원)	142	242	165		49	48	35	
PER(배)	36.91	19.23	30.93		24.24	23.86	30.93	
BPS(원)	3,355	3,441	3,790		3,467	3,515	3,790	
PBR(배)	1.56	1.35	1.34		1.51	1.49	1.34	
현금DPS(원)	50	60	60		0	0	60	
현금배당수익률	0.95	1.29	1.18					
현금배당성향(%)	35.15	25.04	36.45		0.00	0.00	169.96	
발행주식수(보통주)	7,156,281	7,454,490	7,454,490		7,454,490	7,454,490	7,454,490	
