	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,138	2,230	2,289		676	599	535	
영업이익	184	11	-36		23	7	-29	
영업이익(발표기준)	184	11	-36		23	7	-29	
세전계속사업이익	-178	97	-315		-10	-20	-227	
당기순이익	-216	-75	-348		-26	-26	-224	
당기순이익(지배)	-216	-71	-322		-21	-23	-206	
당기순이익(비지배)								
자산총계	7,565	7,747	7,764		8,178	8,037	7,764	
부채총계	2,556	2,888	3,292		3,461	3,344	3,292	
자본총계	5,009	4,860	4,472		4,717	4,693	4,472	
자본총계(지배)	5,009	4,846	4,487		4,709	4,688	4,487	
자본총계(비지배)								
자본금	214	214	214		214	214	214	
영업활동현금흐름	-12	-202	57		45	-7	61	
투자활동현금흐름	-8	-368	154		36	0	40	
재무활동현금흐름	162	237	-35		-79	-51	-26	
CAPEX	111	70	31		8	5	12	
FCF	-123	-272	26		37	-12	49	
이자발생부채	2,080	2,243	2,529		2,600	2,562	2,529	
영업이익률	8.62	0.50	-1.58		3.42	1.15	-5.48	
순이익률	-10.10	-3.38	-15.22		-3.80	-4.26	-41.96	
ROE(%)	-4.20	-1.45	-6.89		-12.23	-11.06	-6.89	
ROA(%)	-2.84	-0.98	-4.49		-7.70	-7.01	-4.49	
부채비율	51.02	59.42	73.61		73.38	71.25	73.61	
자본유보율	2,251.48	2,194.51	2,021.56		2,127.95	2,117.24	2,021.56	
EPS(원)	-504	-166	-751		-49	-54	-481	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	11,715	11,333	10,494		11,013	10,964	10,494	
PBR(배)	0.45	0.33	0.34		0.42	0.34	0.34	
현금DPS(원)	117	117	117		0	0	117	
현금배당수익률	2.20	3.18	3.30					
현금배당성향(%)	-23.18	-70.23	-15.56		0.00	0.00	-24.28	
발행주식수(보통주)	42,836,818	42,836,818	42,836,818		42,836,818	42,836,818	42,836,818	
