	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,061	1,124	1,036		267	225	317	
영업이익	31	57	-50		-21	-6	13	
영업이익(발표기준)	31	57	-50		-21	-6	13	
세전계속사업이익	4	56	-147		-12	-104	41	
당기순이익	7	47	-124		-6	-93	32	
당기순이익(지배)	7	47	-124		-6	-93	32	
당기순이익(비지배)								
자산총계	1,139	1,231	1,275		1,355	1,275	1,430	
부채총계	621	664	819		803	819	948	
자본총계	518	566	456		552	456	482	
자본총계(지배)	518	566	455		551	455	481	
자본총계(비지배)								
자본금	54	54	55		54	55	56	
영업활동현금흐름	81	-27	27		-16	60	22	
투자활동현금흐름	-163	-98	-197		-33	15	-57	
재무활동현금흐름	68	146	148		44	-34	45	
CAPEX	174	105	112		26	22	32	
FCF	-93	-132	-85		-42	37	-10	
이자발생부채	411	546	620		646	620	671	
영업이익률	2.97	5.08	-4.83		-7.80	-2.86	3.96	
순이익률	0.68	4.21	-11.98		-2.35	-41.37	10.21	
ROE(%)	1.38	8.72	-24.25		-3.32	-24.24	-14.04	
ROA(%)	0.66	3.99	-9.91		-1.45	-9.91	-5.27	
부채비율	119.77	117.30	179.71		145.55	179.71	196.67	
자본유보율	898.16	998.16	763.83		944.85	763.83	821.07	
EPS(원)	67	439	-1,142		-58	-853	289	
PER(배)	82.23	9.92	N/A		N/A	N/A	N/A	
BPS(원)	4,935	5,472	4,301		5,270	4,301	4,641	
PBR(배)	1.12	0.80	1.26		0.73	1.26	0.79	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	10,711,272	10,834,424	11,094,501		10,834,424	11,094,501	11,257,058	
