	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	241	193	188		56	47	36	
영업이익	4	-58	2		0	3	5	
영업이익(발표기준)	4	-58	2		0	3	5	
세전계속사업이익	23	-330	-1		-17	3	24	
당기순이익	-50	-337	-1		-24	3	29	
당기순이익(지배)	-49	-337	-1		-24	3	29	
당기순이익(비지배)	-2							
자산총계	507	667	505		868	854	505	
부채총계	167	242	72		161	144	72	
자본총계	340	426	433		707	711	433	
자본총계(지배)	331	426	433		707	711	433	
자본총계(비지배)	9							
자본금	91	136	136		136	136	136	
영업활동현금흐름	-79	-52	11		-8	12	-5	
투자활동현금흐름	-45	-338	44		20	-150	52	
재무활동현금흐름	106	538	-174		-29	-21	-73	
CAPEX	109	29	1		0	0		
FCF	-188	-81	10		-8	12	-5	
이자발생부채	108	217	45		137	114	45	
영업이익률	1.59	-29.95	0.90		0.33	6.25	14.83	
순이익률	-20.91	-174.68	-0.47		-43.84	7.02	79.95	
ROE(%)	-13.73	-89.11	-0.17		-57.67	-41.04	-0.17	
ROA(%)	-10.38	-57.40	-0.15		-41.60	-32.21	-0.15	
부채비율	48.96	56.85	16.52		22.71	20.22	16.52	
자본유보율	266.49	213.87	213.33		408.88	413.99	213.33	
EPS(원)	-266	-1,474	-3		-89	12	107	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,814	1,562	1,590		2,596	2,609	1,590	
PBR(배)	2.66	2.77	2.82		1.73	1.72	2.82	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	18,282,396	27,268,234	27,268,234		27,268,234	27,268,234	27,268,234	
