	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	885	869	884		249	184	231	
영업이익	200	165	165		36	35	64	
영업이익(발표기준)	200	165	165		36	35	64	
세전계속사업이익	200	184	181		39	39	67	
당기순이익	155	143	143		31	30	53	
당기순이익(지배)	159	141	141		31	30	53	
당기순이익(비지배)	-4							
자산총계	1,070	1,159	911		1,196	920	911	
부채총계	160	146	117		219	179	117	
자본총계	910	1,013	794		977	741	794	
자본총계(지배)	903	1,004	784		967	731	784	
자본총계(비지배)	7							
자본금	40	40	35		40	35	35	
영업활동현금흐름	183	180	148		70	48	-27	
투자활동현금흐름	-67	-9	219		65	158	50	
재무활동현금흐름	-104	-138	-356		-90	-241	-25	
CAPEX	34	44	21		5	12		
FCF	149	136	127		64	36	-27	
이자발생부채	62	6	7		7	32	7	
영업이익률	22.60	19.00	18.65		14.30	19.17	27.88	
순이익률	17.52	16.40	16.12		12.33	16.31	23.01	
ROE(%)	18.23	14.75	15.81		14.03	15.85	15.81	
ROA(%)	14.90	12.80	13.78		11.85	13.26	13.78	
부채비율	17.61	14.41	14.72		22.43	24.14	14.72	
자본유보율	2,166.79	2,304.79	2,734.19		2,212.38	2,579.24	2,734.19	
EPS(원)	2,107	1,869	1,959		406	414	801	
PER(배)	16.81	16.16	15.67		17.42	17.18	15.67	
BPS(원)	12,004	13,343	11,841		12,853	11,047	11,841	
PBR(배)	2.95	2.26	2.59		2.34	2.73	2.59	
현금DPS(원)	1,100	1,200	1,350		0	0	1,350	
현금배당수익률	3.11	3.97	4.40					
현금배당성향(%)	52.19	64.21	63.24		0.00	0.00	168.37	
발행주식수(보통주)	7,523,802	7,523,802	6,621,120		7,523,802	6,621,120	6,621,120	
