	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	720	707	821	960	162	352	249	172
영업이익	75	109	154	204	30	89	63	25
영업이익(발표기준)	75	109	154		30	89	63	
세전계속사업이익	90	124	176	238	31	90	70	37
당기순이익	77	115	150	191	28	75	60	
당기순이익(지배)	80	116	146	190	28	72	59	30
당기순이익(비지배)	-3							
자산총계	1,336	1,536	1,670	1,821	1,557	1,670	1,603	
부채총계	394	495	513	525	464	513	431	
자본총계	942	1,041	1,157	1,296	1,092	1,157	1,172	
자본총계(지배)	903	1,020	1,129	1,266	1,063	1,129	1,138	
자본총계(비지배)	39							
자본금	57	60	61	61	61	61	61	
영업활동현금흐름	164	20	172	95	57	104	-11	
투자활동현금흐름	-69	-137	16	-90	-24	53	-37	
재무활동현금흐름	-67	107	-35	-28	1	-10	-115	
CAPEX	241	112	7	100	5	1	2	
FCF	-77	-92	165		53	102	-12	
이자발생부채	264	362	377		375	377	308	
영업이익률	10.36	15.46	18.75	21.25	18.34	25.17	25.30	14.54
순이익률	10.72	16.28	18.25	19.90	17.21	21.18	24.29	
ROE(%)		12.04	13.61	15.87	13.26	13.61	17.57	
ROA(%)		8.01	9.35	10.94	9.17	9.35	12.44	
부채비율	41.84	47.50	44.29	40.51	42.51	44.29	36.75	
자본유보율	1,594.24	1,760.25	1,949.89		1,826.41	1,949.89	1,983.50	
EPS(원)	702	990	1,207	1,564	228	592	489	247
PER(배)	17.60	11.16	11.01	11.00	11.82	11.01	7.98	
BPS(원)	8,483	9,231	10,250	11,411	9,586	10,250	10,261	
PBR(배)	1.46	1.20	1.30	1.51	1.37	1.30	1.20	
현금DPS(원)	310	320	350	365	0	350	0	
현금배당수익률	2.51	2.90	2.63	2.12				
현금배당성향(%)	41.21	30.55	26.36	23.32	0.00	53.66		
발행주식수(보통주)	11,478,731	12,088,063	12,139,563		12,139,563	12,139,563	12,139,563	
