	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,378	1,212	1,042		327	268	124	
영업이익	-69	-183	-311		-23	-63	-206	
영업이익(발표기준)	-69	-183	-311		-23	-63	-206	
세전계속사업이익	-163	-238	-673		-229	-82	-324	
당기순이익	-163	-211	-673		-229	-82	-324	
당기순이익(지배)	-163	-211	-673		-229	-82	-324	
당기순이익(비지배)								
자산총계	1,808	2,143	1,340		1,846	1,742	1,340	
부채총계	1,769	1,579	1,428		1,527	1,511	1,428	
자본총계	39	564	-87		319	232	-87	
자본총계(지배)	39	564	-87		319	232	-87	
자본총계(비지배)								
자본금	49	118	236		120	149	236	
영업활동현금흐름	-55	-287	-117		-15	-32	-47	
투자활동현금흐름	18	104	268		145	-19	70	
재무활동현금흐름	50	135	-154		-128	39	-26	
CAPEX	8	2	5		4	1		
FCF	-63	-289	-121		-19	-33	-47	
이자발생부채	1,426	1,216	1,061		1,080	1,109	1,061	
영업이익률	-5.04	-15.08	-29.82		-7.07	-23.43	-166.57	
순이익률	-11.87	-17.38	-64.65		-70.12	-30.46	-261.27	
ROE(%)	-217.00		-282.53				-282.41	
ROA(%)	-8.50		-38.66				-38.64	
부채비율	4,497.26	280.00	-1,634.44		478.83	652.14	-1,634.44	
자본유보율	540.58	251.07	41.45		17.84	32.72	41.45	
EPS(원)	-1,856	-1,615	-2,402		-961	-296	-874	
PER(배)	N/A	N/A	N/A			N/A	N/A	
BPS(원)	398	2,401	-185		1,332	778	-185	
PBR(배)	13.67	0.85	N/A		2.37	2.84	N/A	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	9,890,124	23,500,306	47,205,599		23,955,886	29,767,780	47,205,599	
