	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,020	1,122	1,556		433	325	470	
영업이익	58	65	185		61	35	48	
영업이익(발표기준)	58	65	185		61	35	48	
세전계속사업이익	28	34	149		57	33	20	
당기순이익	32	60	88		28	31	0	
당기순이익(지배)	29	46	18		-1	18	-10	
당기순이익(비지배)	3							
자산총계	745	770	933		878	867	933	
부채총계	392	325	407		379	335	407	
자본총계	354	446	526		499	533	526	
자본총계(지배)	342	397	410		404	424	410	
자본총계(비지배)	12							
자본금	72	76	77		77	77	77	
영업활동현금흐름	-87	84	401		132	48	121	
투자활동현금흐름	27	-40	-150		-38	-53	-21	
재무활동현금흐름	43	-15	-42		-16	-16	1	
CAPEX	8	11	10		9	3	-6	
FCF	-95	73	392		123	45	127	
이자발생부채	273	227	204		211	194	204	
영업이익률	5.64	5.83	11.86		14.10	10.70	10.20	
순이익률	3.10	5.37	5.66		6.50	9.57	0.08	
ROE(%)	9.12	12.49	4.52		2.54	4.95	4.52	
ROA(%)	4.54	7.95	10.34		6.89	9.45	10.34	
부채비율	110.74	72.93	77.37		75.98	62.83	77.37	
자본유보율	397.62	448.11	448.39		444.41	467.33	448.39	
EPS(원)	202	311	119		-6	115	-64	
PER(배)	26.21	8.93	25.16		42.07	20.31	25.16	
BPS(원)	2,389	2,608	2,650		2,622	2,753	2,650	
PBR(배)	2.22	1.07	1.13		1.07	0.98	1.13	
현금DPS(원)	0	50	50		0	0	50	
현금배당수익률	0.00	1.80	1.68					
현금배당성향(%)	0.00	16.48	42.41		0.00	0.00	-78.27	
발행주식수(보통주)	14,313,750	15,212,256	15,487,109		15,407,187	15,407,187	15,487,109	
