	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,141	1,086	1,129		228	324	291	
영업이익	7	12	31		5	8	6	
영업이익(발표기준)	7	12	31		5	8	6	
세전계속사업이익	-4	0	23		3	7	5	
당기순이익	-6	-1	21		3	7	5	
당기순이익(지배)	-8	-2	22		3	6	5	
당기순이익(비지배)	2							
자산총계	791	785	773		712	773	759	
부채총계	554	551	520		463	520	501	
자본총계	237	234	253		249	253	258	
자본총계(지배)	235	232	251		247	251	256	
자본총계(비지배)	2							
자본금	155	155	155		155	155	155	
영업활동현금흐름	-13	29	49		-22	71	-3	
투자활동현금흐름	-63	-17	-20		-3	-4	-10	
재무활동현금흐름	7	1	-6		29	-36	0	
CAPEX	52	16	18		3	7	8	
FCF	-65	13	31		-25	64	-11	
이자발생부채	200	199	207		228	207	207	
영업이익률	0.58	1.14	2.73		2.28	2.41	1.93	
순이익률	-0.49	-0.12	1.88		1.24	2.02	1.55	
ROE(%)	-3.12	-0.65	8.97		9.10	8.97	7.75	
ROA(%)	-0.71	-0.16	2.72		2.85	2.72	2.38	
부채비율	234.14	234.95	205.35		186.07	205.35	193.89	
자본유보율	51.98	50.69	62.77		59.50	62.77	65.88	
EPS(원)	-24	-5	70		11	20	15	
PER(배)	N/A	N/A	18.41		22.54	18.41	15.79	
BPS(원)	760	751	811		799	811	828	
PBR(배)	1.46	1.80	1.59		1.97	1.59	1.18	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	30,907,210	30,907,210	30,907,210		30,907,210	30,907,210	30,907,210	
