	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,336	1,221	1,453		381	314	455	
영업이익	166	85	175		57	6	44	
영업이익(발표기준)	166	85	175		57	6	44	
세전계속사업이익	177	89	279		58	52	33	
당기순이익	141	72	235		46	60	22	
당기순이익(지배)	130	67	235		46	72	22	
당기순이익(비지배)	10							
자산총계	1,862	1,879	2,070		2,151	2,070	2,098	
부채총계	251	250	323		374	323	388	
자본총계	1,611	1,628	1,747		1,776	1,747	1,711	
자본총계(지배)	1,546	1,562	1,747		1,698	1,747	1,711	
자본총계(비지배)	66							
자본금	60	60	60		60	60	60	
영업활동현금흐름	102	133	234		88	52	-11	
투자활동현금흐름	-62	-76	-157		-116	9	-95	
재무활동현금흐름	-74	-40	29		17	-13	-9	
CAPEX	33	38	81		13	4	2	
FCF	69	96	153		75	48	-13	
이자발생부채	30	37	50		102	50	50	
영업이익률	12.39	6.94	12.06		15.02	2.02	9.68	
순이익률	10.52	5.89	16.14		12.08	18.96	4.82	
ROE(%)	8.60	4.29	14.18		10.88	13.19	12.39	
ROA(%)	7.64	3.84	11.88		9.80	10.42	9.62	
부채비율	15.55	15.37	18.46		21.05	18.46	22.67	
자본유보율	2,682.69	2,712.73	3,028.84		2,947.24	3,028.84	2,988.02	
EPS(원)	1,113	570	2,005		389	509	187	
PER(배)	11.10	19.12	6.06		8.17	6.52	6.10	
BPS(원)	16,565	16,738	18,820		18,290	18,820	18,598	
PBR(배)	0.75	0.65	0.65		0.68	0.65	0.56	
현금DPS(원)	460	250	500		0	500		
현금배당수익률	3.72	2.29	4.12					
현금배당성향(%)	32.96	34.98	19.79		0.00	77.96		
발행주식수(보통주)	11,700,000	11,700,000	11,700,000		11,700,000	11,700,000	11,700,000	
