	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	27,257	24,119	24,593	26,628	6,372	6,000	6,705	6,680
영업이익	454	-1,962	-2,799	409	-966	-1,462	117	40
영업이익(발표기준)	454	-1,962	-2,799		-966	-1,462	117	
세전계속사업이익	-479	-3,241	-3,494	54	-1,132	-1,831	-157	330
당기순이익	-463	-3,080	-3,557	139	-1,175	-1,884	-74	220
당기순이익(지배)	-474	-3,008	-3,543	162	-1,173	-1,876	-50	375
당기순이익(비지배)	11							
자산총계	40,839	40,022	40,843	41,760	40,415	40,843	42,360	
부채총계	26,656	28,942	32,014	31,691	31,065	32,014	31,035	
자본총계	14,183	11,080	8,829	10,068	9,350	8,829	11,324	
자본총계(지배)	13,440	10,440	8,240	9,540	8,756	8,240	10,792	
자본총계(비지배)	743							
자본금	4,250	4,250	4,250	4,250	4,250	4,250	4,250	
영업활동현금흐름	2,192	-142	-2,009	1,750	-2,520	186	356	
투자활동현금흐름	312	-381	-136	-88	-165	-39	11	
재무활동현금흐름	-3,918	-195	2,308	-208	1,016	640	-1,481	
CAPEX	280	300	186	238	55	62	17	
FCF	1,913	-442	-2,196	1,648	-2,575	124	339	
이자발생부채	14,070	13,921	15,042		15,863	15,042	13,617	
영업이익률	1.67	-8.13	-11.38	1.54	-15.16	-24.37	1.74	0.60
순이익률	-1.70	-12.77	-14.46	0.52	-18.44	-31.40	-1.10	3.29
ROE(%)	-3.46	-25.20	-37.93	1.83	-38.01	-37.93	-34.45	
ROA(%)	-1.08	-7.62	-8.80	0.34	-10.38	-8.80	-8.89	
부채비율	187.94	261.21	362.61	314.75	332.25	362.61	274.06	
자본유보율	216.78	146.59	59.32		107.32	59.32	57.74	
EPS(원)	-557	-3,539	-4,168	191	-1,380	-2,208	-59	441
PER(배)	N/A	N/A	N/A	85.65	N/A	N/A	N/A	
BPS(원)	15,811	12,282	9,695	11,224	10,301	9,695	12,697	
PBR(배)	1.19	2.27	1.61	1.46	1.89	1.61	0.98	
현금DPS(원)				0				
현금배당수익률				0.00				
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	85,000,000	85,000,000	85,000,000		85,000,000	85,000,000	85,000,000	
