	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,546	2,691	2,417		609	593	548	
영업이익	69	5	-150		-33	-54	-84	
영업이익(발표기준)	69	5	-150		-33	-54	-84	
세전계속사업이익	-89	-119	-175		-35	-60	-98	
당기순이익	-103	-112	-175		-34	-60	-98	
당기순이익(지배)	-109	-110	-173		-33	-60	-97	
당기순이익(비지배)	6							
자산총계	2,517	1,933	1,832		1,990	2,042	1,832	
부채총계	1,550	899	950		973	1,061	950	
자본총계	967	1,034	882		1,017	981	882	
자본총계(지배)	866	1,029	879		1,013	978	879	
자본총계(비지배)	101							
자본금	584	792	792		792	792	792	
영업활동현금흐름	123	38	-34		23	-33	-34	
투자활동현금흐름	-156	86	-57		38	-62	102	
재무활동현금흐름	26	-126	86		-55	142	-128	
CAPEX	35	152	46		14	10	7	
FCF	87	-114	-79		9	-43	-41	
이자발생부채	1,238	624	697		707	824	697	
영업이익률	2.73	0.17	-6.22		-5.37	-9.10	-15.39	
순이익률	-4.06	-4.17	-7.25		-5.53	-10.20	-17.80	
ROE(%)	-12.50	-11.63	-18.14		-8.00	-16.03	-18.14	
ROA(%)	-4.45	-5.05	-9.30		-3.93	-7.74	-9.30	
부채비율	160.21	86.92	107.73		95.65	108.11	107.73	
자본유보율	43.47	20.55	-0.58		18.57	11.61	-0.58	
EPS(원)	-93	-87	-109		-21	-38	-61	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	753	656	555		639	617	555	
PBR(배)	0.86	1.17	1.46		1.77	2.24	1.46	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	116,725,477	158,472,594	158,472,594		158,472,594	158,472,594	158,472,594	
