	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	496	586	753		335	129	164	
영업이익	-2	53	47		61	0	-14	
영업이익(발표기준)	-2	53	47		61	0	-14	
세전계속사업이익	0	-76	-247		48	-5	-286	
당기순이익	-5	-81	-249		46	-5	-285	
당기순이익(지배)	-6	-83	-249		46	-5	-285	
당기순이익(비지배)	1							
자산총계	459	574	507		649	846	507	
부채총계	121	266	250		287	393	250	
자본총계	337	309	257		362	453	257	
자본총계(지배)	346	309	252		362	453	252	
자본총계(비지배)	-8							
자본금	436	449	486		451	469	486	
영업활동현금흐름	15	27	145		155	-10	20	
투자활동현금흐름	-4	-164	-293		-68	-199	4	
재무활동현금흐름	-2	167	153		1	117	33	
CAPEX	2	2	3		0	0	1	
FCF	13	25	143		155	-10	18	
이자발생부채	2	121	120		144	176	120	
영업이익률	-0.40	9.09	6.29		18.11	0.26	-8.43	
순이익률	-0.92	-13.83	-33.09		13.80	-3.84	-173.63	
ROE(%)	-1.76	-25.43	-88.74		-15.27	-15.41	-88.74	
ROA(%)	-1.00	-15.69	-46.05		-9.12	-8.97	-46.05	
부채비율	35.88	85.94	97.35		79.23	86.79	97.35	
자본유보율	-21.69	-26.81	-44.36		-14.94	1.03	-44.36	
EPS(원)	-7	-94	-271		51	-5	-298	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	396	348	262		406	487	262	
PBR(배)	5.68	14.29	11.68		6.95	5.94	11.68	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	87,270,467	89,723,464	97,236,911		90,153,701	93,877,799	97,236,911	
