	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	158,868	157,466	168,459	123,744	43,080	42,990	42,062	30,530
영업이익	6,308	5,335	3,953	4,938	1,292	1,152	289	700
영업이익(발표기준)	6,308	5,335	3,953		1,292	1,152	289	
세전계속사업이익	6,219	5,111	3,742	4,427	1,211	1,114	270	
당기순이익	4,644	3,735	2,691	3,275	869	801	244	
당기순이익(지배)	4,644	3,735	2,691	2,990	869	801	244	
당기순이익(비지배)								
자산총계	404,925	440,922	463,938	470,618	456,826	468,129	463,938	
부채총계	373,888	399,608	418,834	424,779	410,878	419,872	418,834	
자본총계	31,037	41,314	45,104	45,843	45,947	48,257	45,104	
자본총계(지배)	31,037	41,314	45,104	44,535	45,947	48,257	45,104	
자본총계(비지배)								
자본금	447	447	447	447	447	447	447	
영업활동현금흐름	17,334	18,983	13,636		4,190	5,740	2,756	
투자활동현금흐름	-23,776	-21,614	-13,572		-4,656	-6,276	-2,709	
재무활동현금흐름	3,877	3,757	492		-1,058	1,925	-245	
CAPEX	322	474	1,006		357	280	162	
FCF								
이자발생부채	11,168	11,171	11,174		11,172	11,173	11,174	
영업이익률	3.97	3.39	2.35	3.99	3.00	2.68	0.69	2.29
순이익률	2.92	2.37	1.60	2.65	2.02	1.86	0.58	
ROE(%)	15.61	10.32	6.23	6.67	7.20	5.87	6.23	
ROA(%)	1.20	0.88	0.60	0.70	0.63	0.56	0.60	
부채비율	1,204.64	967.26	928.60	926.60	894.24	870.07	928.60	
자본유보율	6,927.36	9,226.29	10,074.28		10,262.88	10,779.72	10,074.28	
EPS(원)	5,195	4,178	3,011	3,345	972	896	273	
PER(배)	9.05	9.83	8.95	7.34	9.24	9.35	8.95	
BPS(원)	38,925	51,813	56,567	55,796	57,624	60,522	56,567	
PBR(배)	1.21	0.79	0.48	0.44	0.49	0.44	0.48	
현금DPS(원)	1,500	1,130	880	993	0	0	880	
현금배당수익률	3.19	2.75	3.27	4.04				
현금배당성향(%)	25.75	24.12	26.07	29.68	0.00	0.00	287.08	
발행주식수(보통주)	89,400,000	89,400,000	89,400,000		89,400,000	89,400,000	89,400,000	
