	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	302	282	326		86	108	95	
영업이익	50	-29	-90		-11	-25	-25	
영업이익(발표기준)	50	-29	-90		-11	-25	-25	
세전계속사업이익	33	-83	-114		-18	-36	-30	
당기순이익	33	-83	-114		-18	-36	-30	
당기순이익(지배)	33	-82	-111		-17	-35	-29	
당기순이익(비지배)								
자산총계	852	916	1,040		1,139	1,087	1,040	
부채총계	476	585	708		769	733	708	
자본총계	376	331	332		370	355	332	
자본총계(지배)	376	331	336		372	358	336	
자본총계(비지배)								
자본금	418	427	496		478	490	496	
영업활동현금흐름	57	7	-100		-29	-23	-6	
투자활동현금흐름	-45	-103	-43		-25	-22	-3	
재무활동현금흐름	-22	158	81		100	-7	-15	
CAPEX	3	5	5		0	2	2	
FCF	54	2	-105		-29	-25	-8	
이자발생부채	330	458	495		527	514	495	
영업이익률	16.65	-10.17	-27.62		-12.53	-23.64	-26.00	
순이익률	10.82	-29.58	-34.85		-20.61	-33.54	-31.54	
ROE(%)	9.53	-23.23	-33.29		-31.41	-41.07	-33.29	
ROA(%)	3.90	-9.43	-11.61		-11.86	-15.34	-11.61	
부채비율	126.52	177.06	213.05		207.62	206.44	213.05	
자본유보율	-31.63	-43.46	-50.73		-41.22	-43.51	-50.73	
EPS(원)	41	-96	-120		-19	-37	-30	
PER(배)	14.53	N/A	N/A		N/A	N/A	N/A	
BPS(원)	450	388	339		389	365	339	
PBR(배)	1.31	2.87	2.89		2.93	2.66	2.89	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	83,571,839	85,399,992	99,111,805		95,630,166	98,088,448	99,111,805	
