	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,008	2,077	2,947		526	518	548	
영업이익	108	110	244		27	24	16	
영업이익(발표기준)	108	110	244		27	24	16	
세전계속사업이익	117	120	268		47	28	13	
당기순이익	97	71	234		27	24	8	
당기순이익(지배)	90	70	223		24	23	7	
당기순이익(비지배)	8							
자산총계	1,681	2,097	2,036		1,788	1,832	2,036	
부채총계	638	1,064	795		568	576	795	
자본총계	1,043	1,033	1,241		1,221	1,256	1,241	
자본총계(지배)	993	983	1,181		1,165	1,195	1,181	
자본총계(비지배)	50							
자본금	54	55	55		55	55	55	
영업활동현금흐름	159	65	223		56	21	-144	
투자활동현금흐름	41	-8	-154		-42	-87	50	
재무활동현금흐름	-30	-89	13		-69	-3	114	
CAPEX	14	44	21		6	7	4	
FCF	144	21	202		50	14	-147	
이자발생부채	256	191	358		278	277	358	
영업이익률	5.39	5.29	8.28		5.12	4.55	2.99	
순이익률	4.83	3.44	7.94		5.14	4.67	1.44	
ROE(%)	9.08	7.05	20.64		19.85	19.31	20.64	
ROA(%)	6.12	3.78	11.33		11.85	11.62	11.33	
부채비율	61.18	102.94	64.02		46.51	45.90	64.02	
자본유보율	1,967.30	2,020.37	2,377.72		2,238.61	2,375.95	2,377.72	
EPS(원)	824	638	2,038		219	207	61	
PER(배)	10.88	14.93	4.71		5.87	4.64	4.71	
BPS(원)	10,001	9,776	11,839		11,584	11,890	11,839	
PBR(배)	0.90	0.97	0.81		0.98	0.75	0.81	
현금DPS(원)	250	200	200		0	0	200	
현금배당수익률	2.79	2.10	2.08					
현금배당성향(%)	27.74	28.85	8.93		0.00	0.00	296.70	
발행주식수(보통주)	10,867,583	10,957,550	10,957,550		10,957,550	10,957,550	10,957,550	
