	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,461	2,656	3,353		918	873	766	905
영업이익	88	72	69		37	16	-10	32
영업이익(발표기준)	88	72	69		37	16	-10	
세전계속사업이익	133	217	191		34	65	-1	
당기순이익	88	106	224		57	62	32	36
당기순이익(지배)	98	120	254		65	70	41	37
당기순이익(비지배)	15							
자산총계	2,669	3,241	3,497		3,446	3,642	3,497	
부채총계	863	1,325	1,353		1,405	1,497	1,353	
자본총계	1,807	1,916	2,144		2,042	2,145	2,144	
자본총계(지배)	1,777	1,881	2,133		2,020	2,128	2,133	
자본총계(비지배)	251							
자본금	135	136	136		136	136	136	
영업활동현금흐름	21	122	-243		-196	-135	148	
투자활동현금흐름	-13	52	-90		0	-21	-55	
재무활동현금흐름	-58	-170	287		72	190	-2	
CAPEX	13	11	5		1	1	2	
FCF	8	111	-248		-197	-136	146	
이자발생부채	236	163	527		341	530	527	
영업이익률	3.57	2.70	2.05		4.00	1.82	-1.27	3.54
순이익률	3.56	4.01	6.70		6.22	7.16	4.20	3.98
ROE(%)	5.48	6.55	12.68		8.32	7.52	12.68	
ROA(%)	3.18	3.60	6.66		4.41	3.52	6.66	
부채비율	47.74	69.16	63.08		68.79	69.80	63.08	
자본유보율	1,154.40	1,307.26	1,470.37		1,394.94	1,445.35	1,470.37	
EPS(원)	361	442	935		239	258	149	136
PER(배)	26.75	14.45	7.14		12.49	12.08	7.14	
BPS(원)	6,677	7,029	8,003		7,574	7,983	8,003	
PBR(배)	1.45	0.91	0.83		0.97	0.84	0.83	
현금DPS(원)	100	100	150		0	0	150	
현금배당수익률	1.04	1.57	2.25					
현금배당성향(%)	27.25	22.33	15.71		0.00	0.00	98.56	
발행주식수(보통주)	27,049,809	27,190,652	27,237,225		27,235,975	27,237,225	27,237,225	
