	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	39,000	33,542	32,934	33,772	8,244	8,615	7,265	8,698
영업이익	5,056	4,786	4,497	4,603	966	1,201	863	1,518
영업이익(발표기준)	5,056	4,786	4,497		966	1,201	863	
세전계속사업이익	5,022	4,691	4,453	4,592	969	1,205	816	1,518
당기순이익	3,867	3,452	3,441	3,419	716	908	614	1,128
당기순이익(지배)	3,867	3,452	3,441	3,452	716	908	614	1,052
당기순이익(비지배)								
자산총계	230,766	230,421	220,382	233,200	221,313	219,235	220,382	
부채총계	161,536	162,708	151,418	163,278	153,761	151,129	151,418	
자본총계	69,229	67,713	68,964	69,923	67,552	68,106	68,964	
자본총계(지배)	69,229	67,713	68,964	46,265	67,552	68,106	68,964	
자본총계(비지배)								
자본금	6,148	6,148	6,148	6,150	6,148	6,148	6,148	
영업활동현금흐름	-10,176	-4,031	11,745		8,697	1,499	-5,442	
투자활동현금흐름	-1,309	-705	-2,777		6,398	947	-2,508	
재무활동현금흐름	11,999	6,327	-14,567		-13,062	-3,685	3,167	
CAPEX	81	128	69		12	5	44	
FCF								
이자발생부채	129,149	138,994	127,195		127,531	124,702	127,195	
영업이익률	12.96	14.27	13.65	13.63	11.72	13.94	11.88	17.45
순이익률	9.92	10.29	10.45	10.12	8.69	10.54	8.45	12.96
ROE(%)	5.71	5.04	5.04	5.99	5.08	5.18	5.04	
ROA(%)	1.72	1.50	1.53	1.51	1.47	1.51	1.53	
부채비율	233.33	240.29	219.56	233.51	227.62	221.90	219.56	
자본유보율	1,074.67	1,067.08	1,087.44		1,064.46	1,073.47	1,087.44	
EPS(원)	3,338	2,980	2,970	2,979	618	784	530	908
PER(배)	11.86	11.59	13.00	9.83	12.91	11.54	13.00	
BPS(원)	63,159	63,455	64,628	43,356	63,304	63,823	64,628	
PBR(배)	0.63	0.54	0.60	0.68	0.60	0.55	0.60	
현금DPS(원)	1,500	1,600	1,600	1,567	0	0	1,600	
현금배당수익률	3.79	4.63	4.15	5.35				
현금배당성향(%)	42.52	49.48	49.62	52.58	0.00	0.00	278.18	
발행주식수(보통주)	115,858,891	115,858,891	115,858,891		115,858,891	115,858,891	115,858,891	
