	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,180	1,465	1,059		370	366	-65	
영업이익	50	134	59		35	28	-42	
영업이익(발표기준)	50	134	59		35	28	-42	
세전계속사업이익	50	106	17		33	25	-82	
당기순이익	33	129	25		27	19	-54	
당기순이익(지배)	33	129	25		27	19	-54	
당기순이익(비지배)								
자산총계	2,388	2,588	2,294		2,543	2,524	2,294	
부채총계	1,085	1,065	759		974	936	759	
자본총계	1,302	1,522	1,534		1,569	1,588	1,534	
자본총계(지배)	1,302	1,522	1,534		1,569	1,588	1,534	
자본총계(비지배)								
자본금	45	45	45		45	45	45	
영업활동현금흐름	52	189	166		12	54	21	
투자활동현금흐름	-334	-272	-23		-41	-9	39	
재무활동현금흐름	316	42	-89		32	-44	27	
CAPEX	338	271	50		42	8	-13	
FCF	-286	-83	116		-30	46	33	
이자발생부채	681	713	495		644	601	495	
영업이익률	4.22	9.12	5.61		9.35	7.55	65.34	
순이익률	2.76	8.79	2.37		7.20	5.24	83.77	
ROE(%)		9.12	1.64		10.71	8.44	-0.33	
ROA(%)		5.17	1.03		6.25	5.06	-0.21	
부채비율	83.36	69.97	49.48		62.04	58.96	49.48	
자본유보율	2,152.26	2,432.26	2,483.47		2,565.09	2,606.21	2,483.47	
EPS(원)	72	286	56		59	43	-120	
PER(배)	13.83	5.05	22.49		4.75	4.82	N/A	
BPS(원)	2,933	3,383	3,410		3,487	3,529	3,410	
PBR(배)	0.34	0.43	0.37		0.48	0.39	0.37	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00		0.00		0.00	0.00	0.00	
발행주식수(보통주)	45,000,000	45,000,000	45,000,000		45,000,000	45,000,000	45,000,000	
