	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,958	1,979	1,706		404	418	491	
영업이익	172	213	234		62	61	59	
영업이익(발표기준)	172	213	234		62	61	59	
세전계속사업이익	96	192	418		82	204	97	
당기순이익	62	91	278		62	123	68	
당기순이익(지배)	62	91	278		62	123	68	
당기순이익(비지배)	0							
자산총계	7,458	7,384	6,939		7,235	7,256	6,939	
부채총계	3,465	3,310	2,596		3,083	2,982	2,596	
자본총계	3,993	4,074	4,343		4,152	4,274	4,343	
자본총계(지배)	3,994	4,074	4,343		4,153	4,275	4,343	
자본총계(비지배)	0							
자본금	42	42	42		42	42	42	
영업활동현금흐름	235	491	187		218	-169	170	
투자활동현금흐름	-309	-215	419		53	823	-453	
재무활동현금흐름	88	-207	-732		-252	-210	-188	
CAPEX	225	155	11		4	1	3	
FCF	11	335	177		214	-169	167	
이자발생부채	2,285	2,090	1,378		1,781	1,776	1,378	
영업이익률	8.79	10.79	13.71		15.30	14.70	12.08	
순이익률	3.16	4.59	16.29		15.38	29.48	13.81	
ROE(%)	1.56	2.26	6.60		1.37	3.59	6.60	
ROA(%)	0.84	1.23	3.88		0.77	2.05	3.88	
부채비율	86.77	81.25	59.76		74.24	69.75	59.76	
자본유보율	9,397.58	9,637.68	10,280.96		9,824.49	10,117.75	10,280.96	
EPS(원)	7,379	10,833	33,063		7,394	14,666	8,077	
PER(배)	41.47	22.71	7.15		35.19	13.38	7.15	
BPS(원)	478,514	488,186	520,430		497,561	512,181	520,430	
PBR(배)	0.64	0.50	0.45		0.47	0.47	0.45	
현금DPS(원)	850	1,000	1,100		0	0	1,100	
현금배당수익률	0.28	0.41	0.47					
현금배당성향(%)	11.61	9.29	3.34		0.00	0.00	13.69	
발행주식수(보통주)	624,615	624,615	624,615		624,615	624,615	624,615	
