	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	4,922	4,898	5,066		1,337	1,269	1,300	
영업이익	404	178	258		74	76	88	
영업이익(발표기준)	404	178	258		74	76	88	
세전계속사업이익	355	178	234		66	69	88	
당기순이익	271	147	182		49	64	67	
당기순이익(지배)	271	147	182		49	64	67	
당기순이익(비지배)								
자산총계	5,779	6,142	6,065		6,286	6,065	6,103	
부채총계	2,419	2,780	2,645		2,932	2,645	2,740	
자본총계	3,360	3,362	3,420		3,353	3,420	3,364	
자본총계(지배)	3,360	3,360	3,420		3,353	3,420	3,364	
자본총계(비지배)								
자본금	148	148	148		148	148	148	
영업활동현금흐름	626	207	395		122	72	106	
투자활동현금흐름	-777	-406	-196		17	160	-13	
재무활동현금흐름	76	225	-152		-208	-209	-74	
CAPEX	699	517	261		104	26	23	
FCF	-73	-310	133		18	46	83	
이자발생부채	1,200	1,649	1,633		1,844	1,633	1,562	
영업이익률	8.21	3.63	5.10		5.56	5.98	6.78	
순이익률	5.51	3.01	3.60		3.65	5.02	5.18	
ROE(%)	8.26		5.37		4.46	5.37	6.54	
ROA(%)	4.91		2.98		2.40	2.98	3.55	
부채비율	72.02	82.69	77.34		87.45	77.34	81.45	
자본유보율	2,173.57	2,173.88	2,213.86		2,168.31	2,213.86	2,175.27	
EPS(원)	1,094	593	734		197	257	271	
PER(배)	19.38	21.74	19.06		23.62	19.06	14.06	
BPS(원)	13,546	13,549	13,790		13,521	13,790	13,563	
PBR(배)	1.56	0.95	1.02		1.05	1.02	0.91	
현금DPS(원)	500	500	500		0	500		
현금배당수익률	2.36	3.88	3.57					
현금배당성향(%)	45.70	84.26	68.09		0.00	194.81		
발행주식수(보통주)	24,800,000	24,800,000	24,800,000		24,800,000			
