	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	699	1,095	1,128	2,102	232	331	275	366
영업이익	-67	134	103	291	7	42	17	36
영업이익(발표기준)	-67	134	103		7	42	17	
세전계속사업이익	-125	124	30	267	-16	37	-25	
당기순이익	-130	107	34	229	-20	28	-1	38
당기순이익(지배)	-145	70	28	230	-5	26	-4	
당기순이익(비지배)	14							
자산총계	741	1,240	1,359	1,920	1,423	1,527	1,359	
부채총계	380	542	746	1,055	732	876	746	
자본총계	361	697	613	866	691	651	613	
자본총계(지배)	257	534	605	788	525	479	605	
자본총계(비지배)	104							
자본금	107	136	192	152	136	136	192	
영업활동현금흐름	-55	-110	-35	-37	33	-38	45	
투자활동현금흐름	13	-36	-32	-84	-7	-5	-67	
재무활동현금흐름	135	213	69	55	128	80	-140	
CAPEX	20	13	46	8	2	2	39	
FCF	-75	-123	-81	12	32	-39	5	
이자발생부채	232	277	555		507	610	555	
영업이익률	-9.56	12.24	9.10	13.84	2.92	12.72	6.20	9.96
순이익률	-18.62	9.78	3.03	10.88	-8.43	8.34	-0.46	10.37
ROE(%)		17.62	4.98	32.97	12.04	11.87	4.98	
ROA(%)		10.81	2.63	13.94	6.81	4.96	2.63	
부채비율	105.16	77.80	121.86	121.86	105.86	134.57	121.86	
자본유보율	165.37	326.88	524.48		334.40	353.55	524.48	
EPS(원)	-749	276	96	672	-17	96	-10	
PER(배)	N/A	30.07	93.94	15.11	43.56	45.32	93.94	
BPS(원)	1,197	1,982	1,919	2,442	1,968	1,798	1,919	
PBR(배)	3.34	4.19	4.69	4.16	4.81	5.53	4.69	
현금DPS(원)	0	0	0	0	0	0	0	
현금배당수익률	0.00	0.00	0.00	0.00				
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	21,478,034	27,199,868	38,351,371		27,199,868	27,199,868	38,351,371	
