	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	23,963	25,635	24,886		6,198	6,445	6,280	
영업이익	988	1,385	794		389	372	-167	
영업이익(발표기준)	988	1,385	794		389	372	-167	
세전계속사업이익	894	1,293	810		401	328	-194	
당기순이익	672	1,025	620		306	264	-193	
당기순이익(지배)	377	700	309		189	143	-213	
당기순이익(비지배)	295							
자산총계	32,760	33,138	35,895		36,796	36,678	35,895	
부채총계	13,362	13,119	15,600		16,340	16,042	15,600	
자본총계	19,398	20,019	20,295		20,456	20,636	20,295	
자본총계(지배)	13,735	14,116	14,196		14,436	14,520	14,196	
자본총계(비지배)	5,565							
자본금	443	443	443		443	443	443	
영업활동현금흐름	-219	875	2,189		738	583	811	
투자활동현금흐름	-2,422	-624	-3,223		-669	-313	-378	
재무활동현금흐름	1,258	-202	1,621		-99	-44	-702	
CAPEX	871	1,583	1,578		486	401	448	
FCF	-1,090	-708	612		252	182	363	
이자발생부채	8,210	7,786	10,378		10,973	10,971	10,378	
영업이익률	4.12	5.40	3.19		6.28	5.78	-2.67	
순이익률	2.80	4.00	2.49		4.93	4.10	-3.08	
ROE(%)	2.76	5.03	2.18		3.92	2.74	2.18	
ROA(%)	2.08	3.11	1.80		2.39	1.99	1.80	
부채비율	68.88	65.53	76.87		79.88	77.74	76.87	
자본유보율	2,928.91	3,047.14	3,077.36		3,100.24	3,132.38	3,077.36	
EPS(원)	4,248	7,890	3,481		2,127	1,612	-2,396	
PER(배)	28.72	9.95	19.25		11.69	13.44	19.25	
BPS(원)	177,535	182,460	183,426		186,593	187,603	183,426	
PBR(배)	0.69	0.43	0.37		0.39	0.32	0.37	
현금DPS(원)	2,000	2,000	2,000		0	0	2,000	
현금배당수익률	1.64	2.55	2.99					
현금배당성향(%)	41.08	22.13	50.19		0.00	0.00	-72.91	
발행주식수(보통주)	8,564,271	8,564,271	8,564,271		8,564,271	8,564,271	8,564,271	
