	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	509	438	405		110	67	92	
영업이익	25	1	8		12	-8	-5	
영업이익(발표기준)	25	1	8		12	-8	-5	
세전계속사업이익	22	26	20		16	2	-11	
당기순이익	25	26	21		13	2	-8	
당기순이익(지배)	26	26	21		13	2	-8	
당기순이익(비지배)	0							
자산총계	614	620	638		630	625	638	
부채총계	47	45	62		45	42	62	
자본총계	566	575	576		585	584	576	
자본총계(지배)	567	575	576		585	584	576	
자본총계(비지배)	0							
자본금	29	29	29		29	29	29	
영업활동현금흐름	50	32	60		10	3	24	
투자활동현금흐름	-49	14	-74		-19	-20	-29	
재무활동현금흐름	-15	-14	6		-11	-5	25	
CAPEX	9	5	71		0	4	64	
FCF	42	28	-11		10	-1	-40	
이자발생부채	0	3	17		5	2	17	
영업이익률	4.85	0.22	2.01		10.77	-11.49	-5.92	
순이익률	4.99	5.83	5.17		11.96	2.75	-8.52	
ROE(%)	4.55	4.52	3.66		4.89	5.64	3.66	
ROA(%)	4.25	4.14	3.32		4.46	5.22	3.32	
부채비율	8.34	7.88	10.78		7.68	7.12	10.78	
자본유보율	1,843.67	1,882.75	1,920.18		1,940.06	1,946.78	1,920.18	
EPS(원)	87	88	72		45	7	-27	
PER(배)	28.65	22.14	24.98		21.69	16.68	24.98	
BPS(원)	1,956	1,996	2,031		2,050	2,059	2,031	
PBR(배)	1.27	0.97	0.88		1.02	0.90	0.88	
현금DPS(원)	50	35	40		0	0	40	
현금배당수익률	2.01	1.80	2.23					
현금배당성향(%)	56.76	39.17	53.83		0.00	0.00	-145.40	
발행주식수(보통주)	29,350,000	29,350,000	29,350,000		29,350,000	29,350,000	29,350,000	
