	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	4,820	5,002	4,508		1,217	1,239	1,249	
영업이익	763	785	616		262	180	129	
영업이익(발표기준)	763	785	616		262	180	129	
세전계속사업이익	994	1,146	623		364	466	-261	
당기순이익	807	964	490		338	354	-241	
당기순이익(지배)	719	760	332		290	234	-202	
당기순이익(비지배)	88							
자산총계	10,612	12,091	12,252		13,279	12,798	12,252	
부채총계	2,457	3,114	2,866		4,014	3,176	2,866	
자본총계	8,155	8,976	9,386		9,264	9,621	9,386	
자본총계(지배)	6,701	7,338	7,684		7,633	7,866	7,684	
자본총계(비지배)	1,454							
자본금	386	386	386		386	386	386	
영업활동현금흐름	529	752	954		284	491	94	
투자활동현금흐름	-1,427	-766	94		-427	861	-125	
재무활동현금흐름	979	-10	-1,024		354	-920	-412	
CAPEX	483	682	799		252	156	215	
FCF	46	70	155		31	335	-121	
이자발생부채	1,398	2,134	1,867		2,973	2,046	1,867	
영업이익률	15.83	15.69	13.68		21.49	14.49	10.36	
순이익률	16.73	19.27	10.87		27.81	28.55	-19.31	
ROE(%)	11.35	10.83	4.42		7.23	8.58	4.42	
ROA(%)	8.38	8.49	4.02		5.77	7.51	4.02	
부채비율	30.13	34.70	30.54		43.33	33.02	30.54	
자본유보율	1,642.22	1,829.47	1,918.14		1,900.76	1,961.71	1,918.14	
EPS(원)	931	984	429		375	303	-262	
PER(배)	8.48	3.57	12.71		5.80	5.02	12.71	
BPS(원)	8,961	9,812	10,275		10,207	10,519	10,275	
PBR(배)	0.88	0.36	0.53		0.39	0.40	0.53	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	77,237,981	77,237,981	77,237,981		77,237,981	77,237,981	77,237,981	
