	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	503	402	462		124	158	113	
영업이익	40	10	35		13	16	9	
영업이익(발표기준)	40	10	35		13	16	9	
세전계속사업이익	22	30	20		14	18	-16	
당기순이익	54	24	-6		8	18	-34	
당기순이익(지배)	59	33	11		11	22	-25	
당기순이익(비지배)	-5							
자산총계	914	832	835		874	896	835	
부채총계	136	69	101		123	125	101	
자본총계	778	764	734		751	771	734	
자본총계(지배)	761	755	741		745	769	741	
자본총계(비지배)	18							
자본금	422	422	422		422	422	422	
영업활동현금흐름	42	49	69		23	16	31	
투자활동현금흐름	19	-41	-74		-15	-28	-11	
재무활동현금흐름	-54	-35	4		5	-10		
CAPEX	47	31	51		15	7	10	
FCF	-6	19	18		7	10	21	
이자발생부채	27	27	57		70	58	57	
영업이익률	8.00	2.57	7.58		10.14	10.06	7.77	
순이익률	10.80	6.06	-1.23		6.77	11.31	-30.62	
ROE(%)	7.81	4.31	1.50		4.13	5.25	1.50	
ROA(%)	5.98	2.79	-0.68		2.64	3.51	-0.68	
부채비율	17.45	8.97	13.79		16.38	16.15	13.79	
자본유보율	120.32	119.04	115.27		116.37	121.57	115.27	
EPS(원)	70	39	13		13	26	-29	
PER(배)	31.33	47.76	119.65		47.11	34.52	119.65	
BPS(원)	901	894	878		883	911	878	
PBR(배)	2.43	2.06	1.82		1.94	1.79	1.82	
현금DPS(원)	40	30	35		0	0	35	
현금배당수익률	1.83	1.63	2.19				2.19	
현금배당성향(%)	57.19	77.62	262.42		0.00	0.00	-119.44	
발행주식수(보통주)	84,447,519	84,447,519	84,447,519		84,447,519	84,447,519	84,447,519	
