	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	3,245	3,857	3,435		779	712	807	
영업이익	336	358	259		78	-12	78	
영업이익(발표기준)	336	358	259		78	-12	78	
세전계속사업이익	340	341	256		78	-11	67	
당기순이익	305	255	191		60	3	46	
당기순이익(지배)	305	255	191		60	3	46	
당기순이익(비지배)								
자산총계	2,551	2,585	2,626		2,829	2,626	2,812	
부채총계	1,270	1,084	956		1,151	956	1,099	
자본총계	1,281	1,502	1,670		1,678	1,670	1,713	
자본총계(지배)	1,281	1,502	1,670		1,678	1,670	1,713	
자본총계(비지배)								
자본금	55	55	55		55	55	55	
영업활동현금흐름	108	235	500		246	127	1	
투자활동현금흐름	-110	-129	-160		-38	-77	1	
재무활동현금흐름	-124	-211	-181		-9	-248	14	
CAPEX	117	128	112		38	27	19	
FCF	-9	106	388		208	100	-18	
이자발생부채	668	470	334		586	334	358	
영업이익률	10.36	9.28	7.55		9.96	-1.70	9.68	
순이익률	9.41	6.61	5.56		7.70	0.49	5.70	
ROE(%)	26.71	18.32	12.03		14.63	12.03	9.49	
ROA(%)	12.64	9.93	7.32		8.45	7.32	5.59	
부채비율	99.09	72.15	57.22		68.58	57.22	64.19	
자본유보율	2,230.44	2,640.76	2,938.28		2,940.13	2,938.28	2,981.51	
EPS(원)	2,765	2,310	1,728		543	32	416	
PER(배)	6.87	6.15	5.84		4.74	5.84	4.18	
BPS(원)	11,612	13,609	15,137		15,209	15,137	15,520	
PBR(배)	1.64	1.04	0.67		0.65	0.67	0.38	
현금DPS(원)	180	200	200		0	200		
현금배당수익률	0.95	1.41	1.98					
현금배당성향(%)	6.51	8.65	11.57		0.00	633.43		
발행주식수(보통주)	11,041,708	11,041,708	11,041,708		11,041,708	11,041,708	11,041,708	
