	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,678	2,394	2,234		737	575	354	
영업이익	57	-161	-108		-20	-58	-29	
영업이익(발표기준)	57	-161	-108		-20	-58	-29	
세전계속사업이익	-37	-301	-195		-24	-34	-143	
당기순이익	-24	-250	-234		-24	-36	-181	
당기순이익(지배)	-24	-246	-229		-29	-39	-190	
당기순이익(비지배)	0							
자산총계	4,174	3,555	3,302		4,109	3,851	3,302	
부채총계	3,060	3,012	2,998		3,223	2,998	2,998	
자본총계	1,114	543	304		886	853	304	
자본총계(지배)	1,045	528	294		801	789	294	
자본총계(비지배)	70							
자본금	195	195	195		195	195	195	
영업활동현금흐름	-39	0	110		81	142	-133	
투자활동현금흐름	-611	-177	68		135	14	125	
재무활동현금흐름	460	99	-166		-162	-183	-12	
CAPEX	472	273	169		118	-30	-293	
FCF	-512	-273	-58		-36	172	160	
이자발생부채	2,614	2,575	2,438		2,764	2,594	2,438	
영업이익률	2.14	-6.73	-4.84		-2.77	-10.10	-8.20	
순이익률	-0.89	-10.43	-10.49		-3.20	-6.20	-51.13	
ROE(%)	-2.33	-31.32	-55.81		-29.36	-36.14	-55.81	
ROA(%)	-0.60	-6.46	-6.84		-6.75	-8.51	-6.84	
부채비율	274.55	554.74	986.44		363.61	351.43	986.44	
자본유보율	430.75	181.93	61.82		320.08	313.44	61.82	
EPS(원)	-62	-631	-587		-75	-100	-486	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	2,712	1,404	780		2,127	2,097	780	
PBR(배)	1.03	1.55	2.81		1.03	1.05	2.81	
현금DPS(원)	55							
현금배당수익률	1.97							
현금배당성향(%)	-89.80	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	39,064,256	39,064,256	39,064,256		39,064,256	39,064,256	39,064,256	
