	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	3,122	5,022	7,994	9,487	2,396	1,862	1,985	
영업이익	354	327	601	806	126	183	156	
영업이익(발표기준)	354	327	601		126	183	156	
세전계속사업이익	419	68	399	675	81	141	46	
당기순이익	390	71	347	562	61	116	54	
당기순이익(지배)	389	59	319	534	50	105	52	
당기순이익(비지배)	0							
자산총계	3,879	6,064	7,356	7,902	6,473	7,309	7,356	
부채총계	861	2,879	3,658	3,727	3,103	3,754	3,658	
자본총계	3,019	3,185	3,698	4,175	3,370	3,555	3,698	
자본총계(지배)	3,017	3,021	3,410	3,854	3,191	3,363	3,410	
자본총계(비지배)	2							
자본금	86	86	86	87	86	86	86	
영업활동현금흐름	-31	-205	857	247	443	323	-223	
투자활동현금흐름	-139	-617	-664	-340	-151	-163	-313	
재무활동현금흐름	95	793	233	-193	-477	476	386	
CAPEX	367	264	877	327	102	234	436	
FCF	-398	-469	-20	-291	341	89	-659	
이자발생부채	300	1,777	2,280		1,808	2,072	2,280	
영업이익률	11.34	6.52	7.52	8.50	5.28	9.81	7.88	
순이익률	12.47	1.41	4.34	5.92	2.54	6.24	2.70	
ROE(%)	12.98	1.96	9.92	14.69	4.31	3.77	9.92	
ROA(%)	10.07	1.42	5.17	7.36	2.67	2.30	5.17	
부채비율	28.51	90.38	98.90	89.27	92.08	105.61	98.90	
자본유보율	3,986.87	4,081.14	4,395.39		4,195.89	4,316.88	4,395.39	
EPS(원)	2,253	343	1,846	3,086	291	605	303	
PER(배)	11.63	80.53	20.59	11.73	53.80	44.66	20.59	
BPS(원)	19,109	19,520	22,013	24,878	20,600	21,713	22,013	
PBR(배)	1.37	1.41	1.73	1.46	2.08	1.46	1.73	
현금DPS(원)	350	400	460	448	0	0	460	
현금배당수익률	1.34	1.45	1.21	1.24			1.25	
현금배당성향(%)	14.19	104.49	22.33	14.50	0.00	0.00	135.90	
발행주식수(보통주)	17,285,715	17,285,715	17,285,715		17,285,715	17,285,715	17,285,715	
