	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	6,128	7,375	8,175		1,840	2,046	1,868	
영업이익	455	433	-238		-273	-109	-219	
영업이익(발표기준)	455	433	-238		-273	-109	-219	
세전계속사업이익	421	428	-614		-396	-280	-181	
당기순이익	371	338	-477		-345	-223	-101	
당기순이익(지배)	297	248	-295		-208	-135	-60	
당기순이익(비지배)	74							
자산총계	3,014	4,975	8,710		8,978	8,470	8,710	
부채총계	2,089	2,126	6,252		6,185	5,913	6,252	
자본총계	925	2,849	2,458		2,793	2,557	2,458	
자본총계(지배)	835	1,852	1,612		1,814	1,674	1,612	
자본총계(비지배)	90							
자본금	355	377	383		383	383	383	
영업활동현금흐름	1,081	275	1,259		-15	-212	763	
투자활동현금흐름	-162	-762	-1,296		-442	-839	589	
재무활동현금흐름	-4	1,518	-964		-165	-176	-467	
CAPEX	136	263	363		44	35	145	
FCF	946	12	896		-59	-246	618	
이자발생부채	88	21	3,609		3,680	3,603	3,609	
영업이익률	7.43	5.87	-2.91		-14.83	-5.34	-11.72	
순이익률	6.06	4.59	-5.83		-18.74	-10.89	-5.38	
ROE(%)	45.49	18.49	-17.06		-7.68	-15.13	-17.06	
ROA(%)	15.57	8.47	-6.97		-2.56	-6.41	-6.97	
부채비율	225.88	74.63	254.38		221.49	231.27	254.38	
자본유보율	135.33	390.99	320.51		373.02	336.61	320.51	
EPS(원)	433	344	-388		-274	-176	-79	
PER(배)	8.06	6.93	N/A		N/A	N/A	N/A	
BPS(원)	1,177	2,455	2,103		2,365	2,183	2,103	
PBR(배)	2.97	0.97	0.83		0.87	0.76	0.83	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	70,959,464	75,437,074	76,680,855		76,680,855	76,680,855	76,680,855	
