	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,250	2,669	3,086	3,406	639	835	924	772
영업이익	483	492	441	492	86	118	117	112
영업이익(발표기준)	483	492	441		86	118	117	
세전계속사업이익	450	550	531	595	107	140	142	130
당기순이익	407	427	403	453	83	117	99	103
당기순이익(지배)	407	427	403	455	83	117	99	102
당기순이익(비지배)								
자산총계	2,576	2,968	3,463	3,841	3,143	3,448	3,463	
부채총계	362	355	516	534	393	552	516	
자본총계	2,214	2,613	2,946	3,308	2,750	2,896	2,946	
자본총계(지배)	2,214	2,613	2,945	3,307	2,748	2,895	2,945	
자본총계(비지배)								
자본금	31	31	31	30	31	31	31	
영업활동현금흐름	359	380	326	481	60	57	99	
투자활동현금흐름	-259	-368	-238	-159	-146	-5	15	
재무활동현금흐름	-35	-42	-101	-100	-76	-7	-14	
CAPEX	338	50	18	40	17	6	-5	
FCF	21	330	309	397	44	51	104	
이자발생부채	54	56	197		224	152	197	
영업이익률	21.48	18.43	14.29	14.46	13.51	14.09	12.71	14.56
순이익률	18.07	16.00	13.05	13.29	13.04	13.98	10.71	13.35
ROE(%)	19.60	17.70	14.52	14.54	16.11	16.56	14.52	
ROA(%)	17.20	15.41	12.53	12.39	14.19	14.16	12.53	
부채비율	16.34	13.59	17.53	16.13	14.30	19.05	17.53	
자본유보율	7,026.93	8,310.25	9,374.64		8,678.19	9,036.30	9,374.64	
EPS(원)	6,540	6,870	6,489	7,314	1,342	1,883	1,596	1,649
PER(배)	6.94	7.61	7.86	8.07	9.76	7.91	7.86	
BPS(원)	36,556	43,334	48,834	54,850	45,580	48,014	48,834	
PBR(배)	1.24	1.21	1.04	1.08	1.43	1.18	1.04	
현금DPS(원)	500	1,150	1,300	1,667	0	0	1,300	
현금배당수익률	1.10	2.20	2.55	2.82			2.55	
현금배당성향(%)	7.45	16.24	19.43	22.79	0.00	0.00	79.02	
발행주식수(보통주)	6,216,363	6,216,363	6,216,363		6,216,363	6,216,363	6,216,363	
