	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	76,414	79,821	83,021	90,020	24,459	29,652	20,109	14,391
영업이익	2,965	2,635	4,031	5,659	1,865	2,093	1,380	164
영업이익(발표기준)	2,965	2,635	4,031		1,865	2,093	1,380	
세전계속사업이익	2,387	1,840	1,582	4,533	1,532	618	1,093	84
당기순이익	1,748	1,631	1,023	3,410	1,250	155	806	
당기순이익(지배)	1,748	1,631	1,023	3,411	1,250	155	806	29
당기순이익(비지배)								
자산총계	58,775	57,561	57,708	63,084	63,478	57,708	57,579	
부채총계	39,267	36,378	35,662	37,642	41,401	35,662	34,630	
자본총계	19,508	21,182	22,046	25,443	22,077	22,046	22,949	
자본총계(지배)	19,508	21,182	22,046	25,428	22,077	22,046	22,949	
자본총계(비지배)	0							
자본금	1,183	1,183	1,183	1,181	1,183	1,183	1,183	
영업활동현금흐름	4,460	10,623	7,690	9,620	1,244	4,168	1,439	
투자활동현금흐름	-8,344	-14,145	-3,543	-7,498	-1,444	-493	-1,640	
재무활동현금흐름	4,225	6,036	-2,389	-820	-478	-721	-1,998	
CAPEX	7,757	14,135	4,696	7,329	1,282	997	1,552	
FCF	-3,297	-3,512	2,994	2,192	-39	3,171	-114	
이자발생부채	15,026	21,267	19,294		20,140	19,294	17,598	
영업이익률	3.88	3.30	4.86	6.29	7.63	7.06	6.86	1.14
순이익률	2.29	2.04	1.23	3.79	5.11	0.52	4.01	
ROE(%)	9.37	8.02	4.73	14.37	7.07	4.73	9.85	
ROA(%)	3.43	2.80	1.77	5.65	2.41	1.77	3.82	
부채비율	201.29	171.74	161.76	147.95	187.53	161.76	150.90	
자본유보율	1,584.48	1,724.22	1,793.97		1,778.42	1,793.97	1,857.27	
EPS(원)	7,385	6,891	4,323	14,411	5,281	654	3,404	121
PER(배)	19.50	12.54	32.39	9.54	17.98	32.39	12.50	
BPS(원)	82,435	89,511	93,161	107,453	93,290	93,161	96,977	
PBR(배)	1.75	0.97	1.50	1.28	1.22	1.50	1.18	
현금DPS(원)	250	300	300	308	0	300		
현금배당수익률	0.17	0.35	0.21	0.22				
현금배당성향(%)	3.38	4.35	6.94	2.13	0.00	45.89		
발행주식수(보통주)	23,667,107	23,667,107	23,667,107		23,667,107	23,667,107	23,667,107	
