	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	3,202	3,735	4,560		1,130	1,184	1,286	
영업이익	154	149	185		43	31	64	
영업이익(발표기준)	154	149	185		43	31	64	
세전계속사업이익	137	384	151		49	35	64	
당기순이익	99	293	107		38	27	50	
당기순이익(지배)	99	293	107		38	27	50	
당기순이익(비지배)								
자산총계	2,270	3,058	2,898		2,814	3,088	2,898	
부채총계	607	1,135	905		884	1,130	905	
자본총계	1,663	1,923	1,992		1,930	1,957	1,992	
자본총계(지배)	1,663	1,923	1,992		1,930	1,957	1,992	
자본총계(비지배)								
자본금	86	86	86		86	86	86	
영업활동현금흐름	165	138	-24		-163	39	116	
투자활동현금흐름	-120	-96	131		170	64	-21	
재무활동현금흐름	-68	-40	-43		-25	-4	-10	
CAPEX	176	232	274		116	80	17	
FCF	-11	-94	-298		-279	-41	99	
이자발생부채	0	6	10		22	18	10	
영업이익률	4.83	3.99	4.06		3.84	2.64	4.97	
순이익률	3.10	7.83	2.34		3.40	2.24	3.90	
ROE(%)	5.98	16.32	5.44		15.15	5.16	5.44	
ROA(%)	4.43	10.98	3.58		10.46	3.41	3.58	
부채비율	36.47	59.03	45.43		45.81	57.73	45.43	
자본유보율	1,903.85	2,201.50	2,288.63		2,206.94	2,248.09	2,288.63	
EPS(원)	5,766	17,009	6,196		2,233	1,544	2,917	
PER(배)	14.29	6.64	17.35		7.61	20.50	17.35	
BPS(원)	101,648	117,489	121,746		117,913	119,612	121,746	
PBR(배)	0.81	0.96	0.88		1.03	0.99	0.88	
현금DPS(원)	1,000	1,500	2,000		0	0	2,000	
현금배당수익률	1.21	1.33	1.86					
현금배당성향(%)	16.50	8.39	30.71		0.00	0.00	65.23	
발행주식수(보통주)	1,720,000	1,720,000	1,720,000		1,720,000	1,720,000	1,720,000	
