	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,532	1,821	1,862	1,960	513	456	383	
영업이익	108	141	149	164	50	45	1	
영업이익(발표기준)	108	141	149		50	45	1	
세전계속사업이익	95	157	142	163	47	40	-4	
당기순이익	75	121	125	127	41	33	-2	
당기순이익(지배)	75	121	125	136	41	33	-2	
당기순이익(비지배)								
자산총계	2,199	2,391	2,483	2,645	2,581	2,588	2,483	
부채총계	1,104	1,198	1,045	1,107	1,179	1,143	1,045	
자본총계	1,095	1,192	1,438	1,538	1,402	1,446	1,438	
자본총계(지배)	1,095	1,192	1,438	1,538	1,402	1,446	1,438	
자본총계(비지배)								
자본금	71	71	77	76	76	76	77	
영업활동현금흐름	252	75	35	206	-13	31	-18	
투자활동현금흐름	-186	-135	-85	-150	14	-16	-69	
재무활동현금흐름	52	36	-20	-34	-9	27	-44	
CAPEX	146	107	102	134	14	11	72	
FCF	106	-32	-67	56	-27	20	-90	
이자발생부채	794	873	764		881	787	764	
영업이익률	7.05	7.77	8.00	8.37	9.65	9.81	0.36	
순이익률	4.87	6.63	6.69	6.48	8.01	7.26	-0.59	
ROE(%)	7.18	10.55	9.47	9.11	13.96	13.40	9.47	
ROA(%)	3.54	5.26	5.11	4.95	7.25	7.00	5.11	
부채비율	100.87	100.52	72.68	71.98	84.04	79.04	72.68	
자본유보율	1,454.60	1,588.06	1,789.96		1,748.15	1,794.36	1,789.96	
EPS(원)	544	846	834	878	278	216	-15	
PER(배)	26.27	15.61	18.28	17.26	13.67	12.74	18.28	
BPS(원)	7,746	8,435	9,472	10,253	9,280	9,529	9,472	
PBR(배)	1.85	1.56	1.61	1.48	1.80	1.58	1.61	
현금DPS(원)	140	160	160	160	0	0	160	
현금배당수익률	0.98	1.21	1.05	1.06				
현금배당성향(%)	26.50	18.75	19.51	18.24	0.00	0.00	-1,068.55	
발행주식수(보통주)	14,263,536	14,263,536	15,311,968		15,242,561	15,299,183	15,311,968	
