	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,784	1,740	1,592		366	404	337	
영업이익	362	339	295		43	78	25	
영업이익(발표기준)	362	339	295		43	78	25	
세전계속사업이익	382	346	303		45	82	30	
당기순이익	289	254	223		34	52	23	
당기순이익(지배)	289	254	223		34	52	23	
당기순이익(비지배)								
자산총계	5,626	5,758	5,792		5,678	5,792	5,632	
부채총계	1,728	1,412	1,313		1,244	1,313	1,141	
자본총계	3,898	4,346	4,479		4,434	4,479	4,491	
자본총계(지배)	3,898	4,346	4,479		4,434	4,479	4,491	
자본총계(비지배)								
자본금	410	410	410		410	410	410	
영업활동현금흐름	314	93	262		-167	130	-108	
투자활동현금흐름	-89	-210	-241		-190	-35	-64	
재무활동현금흐름	-164	-154	-90		-24	1	-29	
CAPEX	14	279	73		5	5	8	
FCF	300	-186	189		-172	126	-116	
이자발생부채	578	443	372		371	372	343	
영업이익률	20.29	19.50	18.55		11.65	19.27	7.52	
순이익률	16.17	14.62	13.98		9.25	12.77	6.70	
ROE(%)	7.67	6.17	5.04		5.46	5.04	4.04	
ROA(%)	5.17	4.47	3.86		4.14	3.86	3.10	
부채비율	44.32	32.48	29.32		28.07	29.32	25.41	
자본유보율	865.22	922.21	969.89		959.14	969.89	972.78	
EPS(원)	703	619	542		83	126	55	
PER(배)	7.00	5.55	6.01		5.84	6.01	4.88	
BPS(원)	10,322	11,509	11,861		11,741	11,861	11,893	
PBR(배)	0.48	0.30	0.27		0.29	0.27	0.18	
현금DPS(원)	50	50	30		0	30		
현금배당수익률	1.02	1.46	0.92					
현금배당성향(%)	6.54	7.43	5.09		0.00	21.95		
발행주식수(보통주)	41,040,895	41,040,895	41,040,895		41,040,895	41,040,895	41,040,895	
