	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	553	242	266		65	54	58	
영업이익	3	-21	-40		-7	-9	-16	
영업이익(발표기준)	3	-21	-40		-7	-9	-16	
세전계속사업이익	-38	-83	-60		-11	-14	-26	
당기순이익	-39	-135	39		94	-20	-10	
당기순이익(지배)	-39	-135	39		94	-20	-10	
당기순이익(비지배)								
자산총계	1,197	1,448	901		1,043	993	901	
부채총계	784	936	358		466	452	358	
자본총계	413	512	543		577	541	543	
자본총계(지배)	413	512	543		577	541	543	
자본총계(비지배)								
자본금	37	37	37		37	37	37	
영업활동현금흐름	-17	42	-115		-144	-33	87	
투자활동현금흐름	17	-93	491		584	-59	-4	
재무활동현금흐름	-5	46	-357		-343	4	-79	
CAPEX	22	90	18		18	0	0	
FCF	-39	-48	-134		-162	-33	87	
이자발생부채	564	609	254		329	334	254	
영업이익률	0.62	-8.84	-15.03		-10.30	-17.50	-27.29	
순이익률	-7.08	-55.63	14.56		145.76	-38.14	-17.08	
ROE(%)	-9.00	-29.11	7.33		-9.13	-10.57	7.33	
ROA(%)	-3.23	-10.19	3.29		-3.88	-4.37	3.29	
부채비율	189.54	182.55	65.85		80.68	83.61	65.85	
자본유보율	1,437.07	196.56	1,235.84		1,321.07	1,265.45	1,235.84	
EPS(원)	-533	-1,835	527		1,285	-278	-135	
PER(배)	N/A	N/A	6.08		N/A	N/A	6.08	
BPS(원)	6,533	8,099	8,586		9,119	8,545	8,586	
PBR(배)	0.58	0.47	0.37		0.62	0.49	0.37	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	7,345,085	7,345,085	7,345,085		7,345,085	7,345,085	7,345,085	
