	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,314	1,379	1,561		411	391	435	
영업이익	80	28	115		48	37	23	
영업이익(발표기준)	80	28	115		48	37	23	
세전계속사업이익	51	25	135		66	44	16	
당기순이익	38	19	107		53	34	13	
당기순이익(지배)	38	19	107		53	34	13	
당기순이익(비지배)								
자산총계	1,253	1,337	1,328		1,341	1,373	1,328	
부채총계	177	316	238		295	292	238	
자본총계	1,076	1,022	1,090		1,047	1,080	1,090	
자본총계(지배)	1,076	1,022	1,090		1,047	1,080	1,090	
자본총계(비지배)								
자본금	77	77	92		92	92	92	
영업활동현금흐름	89	52	70		31	38	-26	
투자활동현금흐름	-26	-220	-52		-15	-13	-12	
재무활동현금흐름	-39	34	-71		-34	-1	-46	
CAPEX	17	131	70		20	12	9	
FCF	72	-78	0		11	26	-35	
이자발생부채	57	154	126		173	172	126	
영업이익률	6.12	2.04	7.39		11.78	9.35	5.40	
순이익률	2.88	1.36	6.86		12.84	8.66	2.98	
ROE(%)	3.54	1.79	10.14		6.21	9.40	10.14	
ROA(%)	3.00	1.45	8.03		4.98	7.59	8.03	
부채비율	16.41	30.90	21.84		28.17	27.05	21.84	
자본유보율	1,370.86	1,321.02	1,165.47		1,117.81	1,154.68	1,165.47	
EPS(원)	200	100	567		279	179	68	
PER(배)	59.40	79.51	13.68		23.28	15.67	13.68	
BPS(원)	5,792	5,561	5,936		5,697	5,882	5,936	
PBR(배)	2.06	1.42	1.31		1.41	1.41	1.31	
현금DPS(원)	244	163	146		0	0	146	
현금배당수익률	2.05	2.06	1.88		0.00	0.00	1.88	
현금배당성향(%)	110.40	158.11	24.99		0.00	0.00	206.83	
발행주식수(보통주)	18,893,576	18,893,576	18,893,576		18,893,576	18,893,576	18,893,576	
