	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	232	225	214		53	52	54	
영업이익	-61	-123	-59		-11	-34	4	
영업이익(발표기준)	-61	-123	-59		-11	-34	4	
세전계속사업이익	-85	-154	-188		-11	-128	6	
당기순이익	-85	-154	-188		-11	-128	6	
당기순이익(지배)	-85	-154	-188		-10	-129	7	
당기순이익(비지배)	0							
자산총계	647	751	565		688	565	580	
부채총계	177	232	233		229	233	242	
자본총계	470	519	332		459	332	338	
자본총계(지배)	465	514	327		455	327	333	
자본총계(비지배)	5							
자본금	599	809	809		809	809	809	
영업활동현금흐름	-83	-76	-67		-12	-16	-22	
투자활동현금흐름	-127	-119	7		8	11	31	
재무활동현금흐름	233	242	0		0	1	-1	
CAPEX	75	68	15		0	1	1	
FCF	-158	-144	-83		-13	-17	-23	
이자발생부채	129	166	167		166	167	175	
영업이익률	-26.11	-54.73	-27.71		-20.52	-65.84	6.60	
순이익률	-36.71	-68.14	-87.62		-20.33	-244.72	11.47	
ROE(%)	-21.69	-31.36	-44.62		-31.29	-44.62	-40.34	
ROA(%)	-14.96	-21.97	-28.56		-22.08	-28.56	-25.72	
부채비율	37.70	44.71	70.19		49.84	70.19	71.69	
자본유보율	-22.30	-36.44	-59.58		-43.74	-59.58	-58.81	
EPS(원)	-193	-305	-325		-18	-223	11	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,026	890	566		788	566	577	
PBR(배)	0.60	0.41	0.34		0.29	0.34	0.68	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00				0.00	
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	45,334,628	57,759,208	57,759,208		57,759,208	57,759,208	57,759,208	
