	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	3	20	42	42	9	15	10	
영업이익	-93	-83	-94	-92	-25	-24	-24	
영업이익(발표기준)	-93	-83	-94		-25	-24	-24	
세전계속사업이익	-88	-72	-87	-137	-21	-2	-41	
당기순이익	-85	-59	-87	-137	-21	-2	-41	
당기순이익(지배)	-85	-59	-87	-137	-21	-2	-41	
당기순이익(비지배)								
자산총계	303	540	473	561	523	497	473	
부채총계	65	307	283	508	327	299	283	
자본총계	238	233	190	53	196	198	190	
자본총계(지배)	238	233	190	53	196	198	190	
자본총계(비지배)								
자본금	55	55	57	57	55	55	57	
영업활동현금흐름	-68	-75	-83	-132	-41	-26	-16	
투자활동현금흐름	-83	-270	111	0	47	27	36	
재무활동현금흐름	187	307	4	225	5	-1	0	
CAPEX	2	2	10	0	0	2	8	
FCF	-69	-77	-93	-132	-41	-28	-24	
이자발생부채	38	222	182		229	203	182	
영업이익률	-3,086.98	-406.13	-220.35	-219.05	-287.23	-161.86	-251.63	
순이익률	-2,807.29	-290.27	-205.88	-326.19	-244.95	-16.22	-418.60	
ROE(%)	-42.32	-25.09		-112.62				
ROA(%)	-34.61	-14.01		-26.50				
부채비율	27.50	131.51	148.61	958.49	167.40	150.93	148.61	
자본유보율	267.99	249.41	158.99		71.78	180.71	158.99	
EPS(원)	-836	-531	-756	-1,183	-184	-21	-351	
PER(배)	N/A	N/A	N/A	N/A				
BPS(원)	2,166	2,028	1,643	458	1,691	1,712	1,643	
PBR(배)	9.00	7.08	7.03	19.21	6.89	4.59	7.03	
현금DPS(원)	0	0		0	0	0		
현금배당수익률	0.00	0.00		0.00				
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	10,966,342	10,994,592	11,488,555		11,045,609	11,045,609	11,488,555	
