	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	708	617	507		132	114	141	
영업이익	81	-13	-17		4	0	-24	
영업이익(발표기준)	81	-13	-17		4	0	-24	
세전계속사업이익	143	-7	37		19	6	-19	
당기순이익	113	-3	25		15	6	-20	
당기순이익(지배)	113	-3	25		15	6	-20	
당기순이익(비지배)								
자산총계	1,609	1,642	1,686		1,669	1,712	1,686	
부채총계	166	210	254		211	249	254	
자본총계	1,443	1,432	1,432		1,458	1,463	1,432	
자본총계(지배)	1,443	1,432	1,432		1,458	1,463	1,432	
자본총계(비지배)								
자본금	98	98	98		98	98	98	
영업활동현금흐름	51	32	-6		0	2	-4	
투자활동현금흐름	-110	249	181		80	172	87	
재무활동현금흐름	30	-15	15		-15	69	-38	
CAPEX	27	8	7		2	37	-34	
FCF	24	24	-12		-2	-35	29	
이자발생부채	75	75	159		88	148	159	
영업이익률	11.46	-2.08	-3.43		3.25	-0.16	-17.04	
순이익률	15.99	-0.51	5.00		11.39	5.60	-14.11	
ROE(%)	8.23	-0.22	1.77		-0.56	1.79	1.89	
ROA(%)	7.39	-0.19	1.52		-0.49	1.54	1.62	
부채비율	11.49	14.66	17.74		14.48	17.03	17.74	
자본유보율	1,376.07	1,373.37	1,384.36		1,393.39	1,398.77	1,384.36	
EPS(원)	600	-16	129		76	32	-101	
PER(배)	8.68	N/A	31.29		N/A	29.89	29.32	
BPS(원)	7,448	7,395	7,496		7,525	7,552	7,496	
PBR(배)	0.70	0.63	0.54		0.58	0.52	0.54	
현금DPS(원)	75	75	150		0	0	150	
현금배당수익률	1.44	1.60	3.72					
현금배당성향(%)	12.83	-463.25	113.10		0.00	0.00	-144.04	
발행주식수(보통주)	19,669,243	19,669,243	19,669,243		19,669,243	19,669,243	19,669,243	
