	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	570	562	518		124	124	125	
영업이익	55	41	30		5	6	7	
영업이익(발표기준)	55	41	30		5	6	7	
세전계속사업이익	63	38	29		5	2	3	
당기순이익	47	30	24		3	2	3	
당기순이익(지배)	50	32	24		3	2	3	
당기순이익(비지배)	-4							
자산총계	986	1,098	1,192		1,147	1,192	1,169	
부채총계	278	372	450		400	450	460	
자본총계	707	726	742		746	742	710	
자본총계(지배)	674	695	711		716	711	697	
자본총계(비지배)	33							
자본금	45	45	45		45	45	45	
영업활동현금흐름	45	72	57		20	7	25	
투자활동현금흐름	-5	-188	-128		-2	-142	-36	
재무활동현금흐름	-21	92	51		13	45	-1	
CAPEX	18	182	24		1	15	3	
FCF	28	-110	34		18	-7	22	
이자발생부채	198	301	367		319	367	370	
영업이익률	9.61	7.25	5.77		4.02	4.45	5.56	
순이익률	8.20	5.41	4.58		2.41	1.40	2.33	
ROE(%)	7.74	4.67	3.46		3.74	3.46	3.08	
ROA(%)	4.84	2.92	2.07		2.20	2.07	1.86	
부채비율	39.34	51.20	60.61		53.62	60.61	64.78	
자본유보율	1,468.46	1,510.79	1,537.89		1,545.89	1,537.89	1,530.22	
EPS(원)	560	356	271		35	19	32	
PER(배)	12.53	15.25	19.99		19.14	19.99	14.84	
BPS(원)	7,615	7,846	8,029		8,081	8,029	8,069	
PBR(배)	0.92	0.69	0.68		0.70	0.68	0.44	
현금DPS(원)	120	75	70		0	70		
현금배당수익률	1.71	1.38	1.29					
현금배당성향(%)	17.65	20.80	25.48		0.00	362.95		
발행주식수(보통주)	8,972,183	8,972,183	8,972,183		8,972,183	8,972,183	8,972,183	
