	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	419	465	446		116	233	112	
영업이익	-69	-48	-65		-16	-34	-22	
영업이익(발표기준)	-69	-48	-65		-16	-34	-22	
세전계속사업이익	-110	-20	71		-2	-63	82	
당기순이익	-75	-21	69		-2	-63	80	
당기순이익(지배)	-75	-21	69		-2	-63	80	
당기순이익(비지배)	0							
자산총계	1,542	1,606	1,685		1,652	1,587	1,685	
부채총계	603	290	257		249	246	257	
자본총계	939	1,317	1,428		1,403	1,340	1,428	
자본총계(지배)	939	1,317	1,428		1,403	1,340	1,428	
자본총계(비지배)								
자본금	207	291	295		293	293	295	
영업활동현금흐름	52	-65	-24		-33	-9	13	
투자활동현금흐름	-223	-66	86		-26	5	25	
재무활동현금흐름	194	133	-43		-29	-7	-9	
CAPEX	61	26	132		43	20	58	
FCF	-10	-91	-156		-76	-29	-45	
이자발생부채	454	185	128		151	143	128	
영업이익률	-16.41	-10.29	-14.52		-13.48	-14.42	-19.40	
순이익률	-17.99	-4.46	15.45		-1.63	-27.18	71.49	
ROE(%)	-8.56	-1.84	5.02		0.66	-4.54	4.84	
ROA(%)	-5.16	-1.32	4.18		0.55	-3.74	4.04	
부채비율	64.27	22.01	18.00		17.74	18.39	18.00	
자본유보율	238.98	271.06	295.89		289.11	268.11	295.89	
EPS(원)	-170	-39	117		-3	-108	136	
PER(배)	N/A	N/A	35.71		162.79	N/A	37.02	
BPS(원)	2,038	2,263	2,423		2,396	2,288	2,423	
PBR(배)	1.81	1.12	1.73		1.06	1.16	1.73	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	46,102,208	58,235,047	58,994,130		58,611,127	58,611,127	58,994,130	
