	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	2,852	2,739	2,806	3,396	693	821	604	
영업이익	480	102	101	333	46	65	54	
영업이익(발표기준)	480	102	101		46	65	54	
세전계속사업이익	475	100	86	333	30	68	60	
당기순이익	378	81	58	268	32	46	67	
당기순이익(지배)	378	68	32	201	36	29	71	
당기순이익(비지배)								
자산총계	2,002	2,460	2,861	2,694	2,719	2,861	2,810	
부채총계	441	715	1,008	692	933	1,008	938	
자본총계	1,561	1,746	1,853	2,002	1,786	1,853	1,871	
자본총계(지배)	1,561	1,548	1,600	1,758	1,562	1,600	1,621	
자본총계(비지배)								
자본금	395	395	395	395	395	395	395	
영업활동현금흐름	499	-73	95	299	114	76	126	
투자활동현금흐름	-371	276	-101	-98	-17	-31	13	
재무활동현금흐름	-16	68	31	-59	33	-55	-11	
CAPEX	84	142	54	80	9	12	1	
FCF	415	-215	41		105	64	125	
이자발생부채	75	289	346		394	346	346	
영업이익률	16.82	3.71	3.60	9.82	6.70	7.95	8.98	
순이익률	13.25	2.96	2.05	7.88	4.57	5.60	11.14	
ROE(%)	27.22		2.02	11.96	0.43	2.02	6.04	
ROA(%)	18.85		2.16	9.64	0.99	2.16	3.74	
부채비율	28.23	40.95	54.40	34.58	52.25	54.40	50.14	
자본유보율	320.52	328.76	333.38		326.76	333.38	347.47	
EPS(원)	482	86	40	254	46	37	90	
PER(배)	7.43	37.09	74.55	9.86	367.30	74.55	17.91	
BPS(원)	2,011	2,012	2,080	2,295	2,030	2,080	2,114	
PBR(배)	1.78	1.59	1.44	1.09	1.55	1.44	1.04	
현금DPS(원)	40	20	20	20	0	20		
현금배당수익률	1.12	0.63	0.67	0.80				
현금배당성향(%)	8.22	22.61	48.49	7.87	0.00	52.51		
발행주식수(보통주)	78,990,426	78,990,426	78,990,426		78,990,426	78,990,426	78,990,426	
