	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	545	643	839	1,042	196	238	207	256
영업이익	148	87	191	245	36	64	46	60
영업이익(발표기준)	148	87	191		36	64	46	
세전계속사업이익	154	144	185	261	41	53	53	
당기순이익	125	113	149	208	32	43	42	
당기순이익(지배)	130	144	167	237	38	43	49	55
당기순이익(비지배)	-4							
자산총계	1,890	2,582	2,699	2,919	2,642	2,699	2,737	
부채총계	69	393	415	451	387	415	417	
자본총계	1,822	2,189	2,284	2,468	2,255	2,284	2,320	
자본총계(지배)	1,789	1,976	2,091	2,292	2,060	2,091	2,134	
자본총계(비지배)	33							
자본금	47	47	48	48	48	48	48	
영업활동현금흐름	86	52	193	293	37	59	23	
투자활동현금흐름	-30	-184	-116	-175	-71	-70	-42	
재무활동현금흐름	-57	169	-91	-36	-17	-14	-3	
CAPEX	68	286	96	22	18	19	15	
FCF	18	-234	97	228	20	40	8	
이자발생부채	0	203	209		194	209	191	
영업이익률	27.25	13.54	22.73	23.51	18.51	26.84	22.01	23.34
순이익률	22.98	17.52	17.71	19.97	16.34	17.91	20.16	
ROE(%)	7.39	7.65	8.20	10.81	9.69	8.20	7.97	
ROA(%)	6.80	5.04	5.62	7.40	6.27	5.62	5.51	
부채비율	3.78	17.96	18.17	18.27	17.18	18.17	17.97	
자본유보율	3,794.05	4,081.41	4,383.88		4,287.16	4,383.88	4,432.06	
EPS(원)	1,369	1,467	1,680	2,390	385	437	491	555
PER(배)	43.04	22.94	21.66	22.39	16.57	21.66	23.51	
BPS(원)	19,149	19,939	21,373	23,433	21,001	21,373	21,816	
PBR(배)	3.08	1.69	1.70	2.28	1.52	1.70	1.78	
현금DPS(원)	300	300	300	298	0	300		
현금배당수익률	0.51	0.89	0.82	0.56				
현금배당성향(%)	21.63	20.64	17.65	12.11	0.00	67.95		
발행주식수(보통주)	9,466,217	9,466,217	9,554,788		9,554,788	9,554,788	9,627,643	
