	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	4,175	4,886	5,346	5,610	1,120	1,611	1,553	
영업이익	-67	190	58	140	-83	94	-30	
영업이익(발표기준)	-67	190	58		-83	94	-30	
세전계속사업이익	-433	366	673	220	-44	32	7	
당기순이익	-444	361	524	165	-41	4	-7	
당기순이익(지배)	-465	244	464	116	-22	7	-7	
당기순이익(비지배)	21							
자산총계	7,936	9,475	11,629		11,610	11,629	12,060	
부채총계	3,852	3,973	4,966		4,863	4,966	5,289	
자본총계	4,085	5,502	6,663		6,747	6,663	6,772	
자본총계(지배)	2,307	3,270	3,772		3,827	3,772	3,838	
자본총계(비지배)	1,777							
자본금	256	262	262		262	262	262	
영업활동현금흐름	120	754	247		201	15	-17	
투자활동현금흐름	-601	-1,390	-985		-1,239	245	-420	
재무활동현금흐름	369	378	1,002		613	25	118	
CAPEX	337	760	1,078		342	277	264	
FCF	-217	-6	-831		-141	-262	-281	
이자발생부채	1,076	1,310	2,237		2,141	2,237	2,430	
영업이익률	-1.60	3.89	1.09	2.50	-7.42	5.84	-1.91	
순이익률	-10.65	7.39	9.80	2.94	-3.63	0.25	-0.42	
ROE(%)	-18.74	8.75	13.17		15.20	13.17	13.81	
ROA(%)	-5.80	4.15	4.96		6.13	4.96	4.41	
부채비율	94.30	72.20	74.53		72.08	74.53	78.10	
자본유보율	925.75	1,307.33	1,479.96		1,476.76	1,479.96	1,479.42	
EPS(원)	-918	468	884	221	-42	12	-13	
PER(배)	N/A	43.17	16.35	94.10	13.64	16.35	16.35	
BPS(원)	4,600	6,231	7,187		7,293	7,187	7,313	
PBR(배)	4.89	3.24	2.01		1.86	2.01	2.09	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00			0.00			
발행주식수(보통주)	51,253,499	52,477,664	52,480,564		52,480,564	52,480,564	52,480,564	
