	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	122	139	140		10	11	107	
영업이익	-64	18	-106		-28	-23	-36	
영업이익(발표기준)	-64	18	-106		-28	-23	-36	
세전계속사업이익	-102	71	-377		-33	-43	-313	
당기순이익	-86	69	-381		-33	-42	-318	
당기순이익(지배)	-86	69	-376		-33	-42	-313	
당기순이익(비지배)								
자산총계	1,195	2,569	3,792		2,552	3,016	3,792	
부채총계	279	725	1,540		719	1,237	1,540	
자본총계	916	1,845	2,252		1,833	1,779	2,252	
자본총계(지배)	916	1,845	1,490		1,833	1,795	1,490	
자본총계(비지배)								
자본금	136	209	211		209	209	211	
영업활동현금흐름	16	-12	-71		-6	-19	-41	
투자활동현금흐름	-172	-1,238	237		89	194	-36	
재무활동현금흐름	134	1,380	5		11	38	-45	
CAPEX	107	3	6		0	0	6	
FCF	-91	-15	-78		-6	-19	-47	
이자발생부채	194	385	916		409	826	916	
영업이익률	-52.66	12.65	-75.39		-267.09	-215.15	-34.01	
순이익률	-70.43	49.74	-271.95		-313.54	-392.36	-296.50	
ROE(%)	-9.81	5.00	-22.54		2.46	0.26	-22.54	
ROA(%)	-6.91	3.67	-11.98		1.83	0.18	-11.98	
부채비율	30.44	39.28	68.37		39.20	69.54	68.37	
자본유보율	512.39	742.26	558.35		735.28	715.12	558.35	
EPS(원)	-242	179	-899		-78	-101	-748	
PER(배)	N/A	96.46	N/A		177.82	1,257.68	N/A	
BPS(원)	2,541	4,419	3,564		4,385	4,293	3,564	
PBR(배)	7.08	3.92	4.15		3.38	3.02	4.15	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	34,446,444	40,397,934	41,398,259		40,462,015	40,462,015	41,398,259	
