	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	16,021	17,067	18,517	18,070	4,690	4,157	5,432	3,774
영업이익	1,101	1,195	875	778	295	46	274	158
영업이익(발표기준)	1,101	1,195	875		295	46	274	
세전계속사업이익	1,019	1,202	1,005	984	306	68	347	210
당기순이익	700	813	694	690	204	23	272	131
당기순이익(지배)	736	832	676	552	216	20	242	130
당기순이익(비지배)	-37							
자산총계	15,948	16,518	24,171	24,722	21,967	23,770	24,171	
부채총계	4,915	4,684	10,256	10,259	8,294	10,073	10,256	
자본총계	11,033	11,834	13,915	14,463	13,673	13,697	13,915	
자본총계(지배)	10,925	11,733	12,213	12,684	12,001	12,022	12,213	
자본총계(비지배)	108							
자본금	1,462	1,462	1,462	1,462	1,462	1,462	1,462	
영업활동현금흐름	1,195	1,247	1,531	1,234	368	-740	1,593	
투자활동현금흐름	-287	1,390	-2,425	-280	-13	-516	-74	
재무활동현금흐름	-850	-536	28	-146	-450	1,184	-768	
CAPEX	1,055	491	568	310	131	150	101	
FCF	140	756	963	909	237	-889	1,492	
이자발생부채	2,269	1,858	7,010		4,976	6,608	7,010	
영업이익률	6.88	7.00	4.73	4.31	6.28	1.11	5.05	4.19
순이익률	4.37	4.77	3.75	3.82	4.35	0.55	5.01	3.47
ROE(%)	6.87	7.35	5.65	4.43	6.98	6.09	5.65	
ROA(%)	4.41	5.01	3.41	2.82	4.09	3.48	3.41	
부채비율	44.55	39.58	73.70	70.93	60.66	73.54	73.70	
자본유보율	672.28	717.69	751.83		736.17	737.52	751.83	
EPS(원)	2,519	2,846	2,313	1,886	740	68	827	445
PER(배)	12.43	8.73	8.00	6.84	8.29	8.25	8.00	
BPS(원)	37,363	40,126	41,768	44,568	41,043	41,116	41,768	
PBR(배)	0.84	0.62	0.44	0.29	0.56	0.49	0.44	
현금DPS(원)	500	500	500	500	0	0	500	
현금배당수익률	1.60	2.01	2.70	3.88				
현금배당성향(%)	19.85	17.57	21.61	26.51	0.00	0.00	60.43	
발행주식수(보통주)	29,240,000	29,240,000	29,240,000		29,240,000	29,240,000	29,240,000	
