	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	517	459	330		131	78	61	
영업이익	-95	-59	21		16	2	12	
영업이익(발표기준)	-95	-59	21		16	2	12	
세전계속사업이익	-213	-110	-75		10	-24	-36	
당기순이익	-214	-112	-75		10	-24	-36	
당기순이익(지배)	-215	-112	-75		10	-25	-36	
당기순이익(비지배)	1							
자산총계	686	772	870		895	889	870	
부채총계	457	518	676		644	661	676	
자본총계	229	254	194		251	228	194	
자본총계(지배)	225	250	190		247	224	190	
자본총계(비지배)	4							
자본금	155	179	181		181	181	181	
영업활동현금흐름	26	-40	-120		-23	-38	-13	
투자활동현금흐름	-80	-162	-72		-55	-4	-25	
재무활동현금흐름	64	206	166		56	33	43	
CAPEX	2	1	7		0	1	-1	
FCF	24	-41	-128		-24	-39	-12	
이자발생부채	276	226	400		328	375	400	
영업이익률	-18.27	-12.78	6.29		12.32	2.76	19.20	
순이익률	-41.43	-24.34	-22.71		7.41	-31.36	-59.34	
ROE(%)	-73.83	-47.35	-34.27		-22.50	-31.07	-34.27	
ROA(%)	-29.43	-15.33	-9.14		-6.23	-9.38	-9.14	
부채비율	199.89	204.00	348.02		257.01	289.98	348.02	
자본유보율	44.76	39.54	4.71		36.09	23.47	4.71	
EPS(원)	-745	-326	-208		27	-68	-100	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	724	698	523		680	617	523	
PBR(배)	3.50	3.60	3.03		2.88	2.86	3.03	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00		0.00			
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	31,063,970	35,786,256	36,229,223		36,229,224	36,229,224	36,229,223	
