	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,202	1,211	1,246		307	148	131	
영업이익	67	68	78		27	-41	-49	
영업이익(발표기준)	67	68	78		27	-41	-49	
세전계속사업이익	82	75	88		27	-47	-39	
당기순이익	59	62	65		20	-37	-30	
당기순이익(지배)	59	61	64		19	-37	-30	
당기순이익(비지배)	0							
자산총계	1,799	1,857	1,940		2,010	2,065	1,940	
부채총계	501	527	569		578	669	569	
자본총계	1,297	1,330	1,371		1,433	1,395	1,371	
자본총계(지배)	1,293	1,325	1,366		1,427	1,390	1,366	
자본총계(비지배)	5							
자본금	68	68	68		68	68	68	
영업활동현금흐름	93	27	38		-163	-55	469	
투자활동현금흐름	108	-30	-23		-3	-12	-7	
재무활동현금흐름	-29	-30	-39		109	76	-202	
CAPEX	22	34	15		3	7	2	
FCF	71	-8	23		-165	-62	467	
이자발생부채	0	0	13		130	214	13	
영업이익률	5.54	5.64	6.26		8.72	-27.83	-37.55	
순이익률	4.92	5.08	5.19		6.38	-25.23	-22.71	
ROE(%)	4.63	4.69	4.79		4.09	3.84	4.79	
ROA(%)	3.38	3.37	3.41		3.01	2.71	3.41	
부채비율	38.65	39.65	41.46		40.31	47.96	41.46	
자본유보율	1,929.02	1,976.48	2,031.02		2,126.58	2,071.87	2,031.02	
EPS(원)	435	450	473		140	-274	-217	
PER(배)	16.10	14.66	14.53		17.21	17.72	14.53	
BPS(원)	11,141	11,420	11,682		12,301	11,979	11,682	
PBR(배)	0.63	0.58	0.59		0.59	0.58	0.59	
현금DPS(원)	250	250	250		0	0	250	
현금배당수익률	3.57	3.79	3.64					
현금배당성향(%)	49.00	47.30	45.40		0.00	0.00	-98.92	
발행주식수(보통주)	13,617,577	13,617,577	13,617,577		13,617,577	13,617,577	13,617,577	
